timestamp,hyperliquid_funding_rate,lighter_funding_rate
2025-11-08 16:36:23.291239+00:00,1.25e-05,-1e-06
2025-11-08 16:37:23.291496+00:00,1.25e-05,-1e-06
2025-11-08 16:38:23.291738+00:00,1.25e-05,-1e-06
2025-11-08 16:39:23.291988+00:00,1.25e-05,-1e-06
2025-11-08 16:40:23.292254+00:00,1.25e-05,-1e-06
2025-11-08 16:41:23.292483+00:00,1.25e-05,-1e-06
2025-11-08 16:42:23.292751+00:00,1.25e-05,-1e-06
2025-11-08 16:43:23.293006+00:00,1.25e-05,-1e-06
2025-11-08 16:44:23.293267+00:00,1.25e-05,-1e-06
2025-11-08 16:45:23.293529+00:00,1.25e-05,-1e-06
2025-11-08 16:46:23.293811+00:00,1.25e-05,-1e-06
2025-11-08 16:47:23.294068+00:00,1.25e-05,-1e-06
2025-11-08 16:48:23.294316+00:00,1.25e-05,-1e-06
2025-11-08 16:49:23.294553+00:00,1.25e-05,-1e-06
2025-11-08 16:50:23.294781+00:00,1.25e-05,-1e-06
2025-11-08 16:51:23.295019+00:00,1.25e-05,-1e-06
2025-11-08 16:52:23.295285+00:00,1.25e-05,-1e-06
2025-11-08 16:53:23.295531+00:00,1.25e-05,-1e-06
2025-11-08 16:54:23.295775+00:00,1.25e-05,1e-06
2025-11-08 16:55:23.296054+00:00,1.25e-05,1e-06
2025-11-08 16:56:23.296379+00:00,1.25e-05,1e-06
2025-11-08 16:57:23.296614+00:00,1.25e-05,1e-06
2025-11-08 16:58:23.296834+00:00,1.25e-05,1e-06
2025-11-08 16:59:23.297099+00:00,1.25e-05,1e-06
2025-11-08 17:00:23.297327+00:00,1.25e-05,1e-06
2025-11-08 17:01:23.297551+00:00,1.25e-05,1e-06
2025-11-08 17:02:23.297804+00:00,1.25e-05,1e-06
2025-11-08 17:03:23.298056+00:00,1.25e-05,1e-06
2025-11-08 17:04:23.298304+00:00,1.25e-05,1e-06
2025-11-08 17:05:23.298538+00:00,1.25e-05,1e-06
2025-11-08 17:06:23.298808+00:00,1.25e-05,1e-06
2025-11-08 17:07:23.299061+00:00,1.25e-05,1e-06
2025-11-08 17:08:23.299298+00:00,1.25e-05,1e-06
2025-11-08 17:09:23.299557+00:00,1.25e-05,1e-06
2025-11-08 17:10:23.299808+00:00,1.25e-05,1e-06
2025-11-08 17:11:23.300046+00:00,1.25e-05,1e-06
2025-11-08 17:12:23.300284+00:00,1.25e-05,1e-06
2025-11-08 17:13:23.300532+00:00,1.25e-05,1e-06
2025-11-08 17:14:23.300780+00:00,1.25e-05,1e-06
2025-11-08 17:15:23.300962+00:00,1.25e-05,1e-06
2025-11-08 17:16:23.301199+00:00,1.25e-05,1e-06
2025-11-08 17:17:23.301440+00:00,1.25e-05,1e-06
2025-11-08 17:18:23.301973+00:00,1.25e-05,1e-06
2025-11-08 17:19:23.302188+00:00,1.25e-05,1e-06
2025-11-08 17:20:23.302435+00:00,1.25e-05,1e-06
2025-11-08 17:21:23.302670+00:00,1.25e-05,1e-06
2025-11-08 17:22:23.302953+00:00,1.25e-05,1e-06
2025-11-08 17:23:23.303220+00:00,1.25e-05,1e-06
2025-11-08 17:24:23.303462+00:00,1.25e-05,1e-06
2025-11-08 17:25:23.303730+00:00,1.25e-05,1e-06
2025-11-08 17:26:23.303996+00:00,1.25e-05,1e-06
2025-11-08 17:27:23.304363+00:00,1.25e-05,1e-06
2025-11-08 17:28:23.304626+00:00,1.25e-05,1e-06
2025-11-08 17:29:23.304917+00:00,1.25e-05,1e-06
2025-11-08 17:30:23.305174+00:00,1.25e-05,1e-06
2025-11-08 17:31:23.305456+00:00,1.25e-05,1e-06
2025-11-08 17:32:23.305738+00:00,1.25e-05,1e-06
2025-11-08 17:33:23.306002+00:00,1.25e-05,1e-06
2025-11-08 17:34:23.306250+00:00,1.25e-05,1e-06
2025-11-08 17:35:23.306548+00:00,1.25e-05,1e-06
2025-11-08 17:36:23.306813+00:00,1.25e-05,1e-06
2025-11-08 17:37:23.307127+00:00,1.25e-05,1e-06
2025-11-08 17:38:23.307366+00:00,1.25e-05,1e-06
2025-11-08 17:39:23.307619+00:00,1.25e-05,1e-06
2025-11-08 17:40:23.307922+00:00,1.25e-05,1e-06
2025-11-08 17:41:23.308246+00:00,1.25e-05,1e-06
2025-11-08 17:42:23.308480+00:00,1.25e-05,1e-06
2025-11-08 17:43:23.308731+00:00,1.25e-05,1e-06
2025-11-08 17:44:23.308983+00:00,1.25e-05,1e-06
2025-11-08 17:45:23.309226+00:00,1.25e-05,1e-06
2025-11-08 17:46:23.309469+00:00,1.25e-05,1e-06
2025-11-08 17:47:23.309757+00:00,1.25e-05,1e-06
2025-11-08 17:48:23.310012+00:00,1.25e-05,1e-06
2025-11-08 17:49:23.310278+00:00,1.25e-05,1e-06
2025-11-08 17:50:23.310535+00:00,1.25e-05,1e-06
2025-11-08 17:51:23.310797+00:00,1.25e-05,1e-06
2025-11-08 17:52:23.311064+00:00,1.25e-05,1e-06
2025-11-08 17:53:23.311322+00:00,1.25e-05,1e-06
2025-11-08 17:54:23.311585+00:00,1.25e-05,-2e-06
2025-11-08 17:55:23.311837+00:00,1.25e-05,-2e-06
2025-11-08 17:56:23.312132+00:00,1.25e-05,-2e-06
2025-11-08 17:57:23.312397+00:00,1.25e-05,-2e-06
2025-11-08 17:58:23.312633+00:00,1.25e-05,-2e-06
2025-11-08 17:59:23.312937+00:00,1.25e-05,-2e-06
2025-11-08 18:00:23.313182+00:00,1.25e-05,-2e-06
2025-11-08 18:01:23.313418+00:00,1.25e-05,-2e-06
2025-11-08 18:02:23.313647+00:00,1.25e-05,-2e-06
2025-11-08 18:03:23.313933+00:00,1.25e-05,-2e-06
2025-11-08 18:04:23.314162+00:00,1.25e-05,-2e-06
2025-11-08 18:05:23.314411+00:00,1.25e-05,-2e-06
2025-11-08 18:06:23.314665+00:00,1.25e-05,-2e-06
2025-11-08 18:07:23.314941+00:00,1.25e-05,-2e-06
2025-11-08 18:08:23.315203+00:00,1.25e-05,-2e-06
2025-11-08 18:09:23.315457+00:00,1.25e-05,-2e-06
2025-11-08 18:10:23.315703+00:00,1.25e-05,-2e-06
2025-11-08 18:11:23.315981+00:00,1.25e-05,-2e-06
2025-11-08 18:12:23.316228+00:00,1.25e-05,-2e-06
2025-11-08 18:13:23.316472+00:00,1.25e-05,-2e-06
2025-11-08 18:14:23.316709+00:00,1.25e-05,-2e-06
2025-11-08 18:15:23.317004+00:00,1.25e-05,-2e-06
2025-11-08 18:16:23.317234+00:00,1.25e-05,-2e-06
2025-11-08 18:17:23.317474+00:00,1.25e-05,-2e-06
2025-11-08 18:18:23.317747+00:00,1.25e-05,-2e-06
2025-11-08 18:19:23.318022+00:00,1.25e-05,-2e-06
2025-11-08 18:20:23.318269+00:00,1.25e-05,-2e-06
2025-11-08 18:21:23.318498+00:00,1.25e-05,-2e-06
2025-11-08 18:22:23.318744+00:00,1.25e-05,-2e-06
2025-11-08 18:23:23.318979+00:00,1.25e-05,-2e-06
2025-11-08 18:24:23.319173+00:00,1.25e-05,-2e-06
