timestamp,hyperliquid_funding_rate,lighter_funding_rate
2025-11-08 16:36:23.423351+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:37:23.423633+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:38:23.423913+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:39:23.424161+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:40:23.424392+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:41:23.424566+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:42:23.424747+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:43:23.425022+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:44:23.425270+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:45:23.425537+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:46:23.425781+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:47:23.426064+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:48:23.426271+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:49:23.426540+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:50:23.426818+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:51:23.427078+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:52:23.427330+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:53:23.427599+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:54:23.427839+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:55:23.428062+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:56:23.428565+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:57:23.428802+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:58:23.429057+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 16:59:23.429314+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:00:23.429548+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:01:23.429779+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:02:23.430039+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:03:23.430275+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:04:23.430515+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:05:23.430759+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:06:23.431021+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:07:23.431283+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:08:23.431489+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:09:23.431756+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:10:23.432001+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:11:23.432273+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:12:23.432528+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:13:23.432798+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:14:23.433001+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:15:23.433258+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:16:23.433520+00:00,1.25e-05,1.1999999999999999e-05
2025-11-08 17:17:23.433816+00:00,1.25e-05,1.1999999999999999e-05
