timestamp,hyperliquid_funding_rate,lighter_funding_rate
2025-11-08 16:36:23.451009+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:37:23.451253+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:38:23.451512+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:39:23.451797+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:40:23.452042+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:41:23.452243+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:42:23.452486+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:43:23.452715+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:44:23.452953+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:45:23.453202+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:46:23.453435+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:47:23.453713+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:48:23.453976+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:49:23.454231+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:50:23.454502+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:51:23.454703+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:52:23.454971+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:53:23.455226+00:00,-6.5254e-06,-3.6e-05
2025-11-08 16:54:23.455468+00:00,4.024e-07,-4.1e-05
2025-11-08 16:55:23.455687+00:00,4.024e-07,-4.1e-05
2025-11-08 16:56:23.455978+00:00,4.024e-07,-4.1e-05
2025-11-08 16:57:23.456392+00:00,4.024e-07,-4.1e-05
2025-11-08 16:58:23.456601+00:00,4.024e-07,-4.1e-05
2025-11-08 16:59:23.456798+00:00,4.024e-07,-4.1e-05
2025-11-08 17:00:23.456986+00:00,4.024e-07,-4.1e-05
2025-11-08 17:01:23.457184+00:00,4.024e-07,-4.1e-05
2025-11-08 17:02:23.457410+00:00,4.024e-07,-4.1e-05
2025-11-08 17:03:23.457633+00:00,4.024e-07,-4.1e-05
2025-11-08 17:04:23.457856+00:00,4.024e-07,-4.1e-05
2025-11-08 17:05:23.458044+00:00,4.024e-07,-4.1e-05
2025-11-08 17:06:23.458237+00:00,4.024e-07,-4.1e-05
2025-11-08 17:07:23.458467+00:00,4.024e-07,-4.1e-05
2025-11-08 17:08:23.458711+00:00,4.024e-07,-4.1e-05
2025-11-08 17:09:23.458978+00:00,4.024e-07,-4.1e-05
2025-11-08 17:10:23.459212+00:00,4.024e-07,-4.1e-05
2025-11-08 17:11:23.459447+00:00,4.024e-07,-4.1e-05
2025-11-08 17:12:23.459744+00:00,4.024e-07,-4.1e-05
2025-11-08 17:13:23.459986+00:00,4.024e-07,-4.1e-05
2025-11-08 17:14:23.460188+00:00,4.024e-07,-4.1e-05
2025-11-08 17:15:23.460430+00:00,4.024e-07,-4.1e-05
2025-11-08 17:16:23.460697+00:00,4.024e-07,-4.1e-05
2025-11-08 17:17:23.460968+00:00,4.024e-07,-4.1e-05
2025-11-08 17:18:23.461165+00:00,4.024e-07,-4.1e-05
2025-11-08 17:19:23.461495+00:00,4.024e-07,-4.1e-05
2025-11-08 17:20:23.461751+00:00,4.024e-07,-4.1e-05
2025-11-08 17:21:23.461997+00:00,4.024e-07,-4.1e-05
2025-11-08 17:22:23.462241+00:00,4.024e-07,-4.1e-05
2025-11-08 17:23:23.462524+00:00,4.024e-07,-4.1e-05
2025-11-08 17:24:23.462753+00:00,4.024e-07,-4.1e-05
2025-11-08 17:25:23.463009+00:00,4.024e-07,-4.1e-05
2025-11-08 17:26:23.463195+00:00,4.024e-07,-4.1e-05
2025-11-08 17:27:23.463391+00:00,4.024e-07,-4.1e-05
2025-11-08 17:28:23.463585+00:00,4.024e-07,-4.1e-05
2025-11-08 17:29:23.463809+00:00,4.024e-07,-4.1e-05
2025-11-08 17:30:23.464075+00:00,4.024e-07,-4.1e-05
2025-11-08 17:31:23.464317+00:00,4.024e-07,-4.1e-05
2025-11-08 17:32:23.464542+00:00,4.024e-07,-4.1e-05
2025-11-08 17:33:23.464788+00:00,4.024e-07,-4.1e-05
