ask_price,base_currency,bid_price,creation_timestamp,currency,estimated_delivery_price,fetch_ts_ms,high,instrument_name,interest_rate,kind_filter,last,low,mark_iv,mark_price,mid_price,open_interest,price_change,quote_currency,underlying_index,underlying_price,volume,volume_usd
0.0004,BTC,0.0001,1764568637557,BTC,85953.58,1764568639569,0.0002,BTC-27MAR26-300000-C,0.0,option,0.0002,0.0002,71.12,0.00021037,0.00025,245.1,0.0,BTC,BTC-27MAR26,87237.06,0.2,3.48
0.0245,BTC,0.023,1764568637557,BTC,85953.58,1764568639569,0.0235,BTC-3DEC25-87000-P,0.0,option,0.0235,0.0022,56.36,0.02382295,0.02375,20.9,658.0645,BTC,SYN.BTC-3DEC25,85959.86966157668,23.8,41929.82
0.0009,BTC,0.0007,1764568637557,BTC,85953.58,1764568639569,0.0011,BTC-27MAR26-220000-C,0.0,option,0.0011,0.0011,62.66,0.00076662,0.0008,215.2,0.0,BTC,BTC-27MAR26,87234.73,1.0,100.89
0.468,BTC,0.4515,1764568637557,BTC,85953.58,1764568639569,,BTC-25SEP26-125000-P,0.0,option,0.385,,48.4,0.45860737,0.45975,15.5,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.032,BTC,0.0315,1764568637557,BTC,85953.58,1764568639569,0.0625,BTC-26DEC25-90000-C,0.0,option,0.0315,0.0305,47.6,0.03157669,0.03175,2293.5,-43.75,BTC,BTC-26DEC25,86142.58,149.9,456472.05
0.2245,BTC,0.221,1764568637557,BTC,85953.58,1764568639569,0.2155,BTC-26DEC25-105000-P,0.0,option,0.2155,0.1505,48.73,0.22256662,0.22275,3698.7,43.1894,BTC,BTC-26DEC25,86144.86,276.2,4928314.18
0.0745,BTC,0.072,1764568637557,BTC,85953.58,1764568639569,,BTC-4DEC25-80000-C,0.0,option,,,69.47,0.07338458,0.07325,0.0,,BTC,SYN.BTC-4DEC25,85963.02983078833,0.0,0.0
0.27,BTC,0.2675,1764568637557,BTC,85953.58,1764568639569,,BTC-26JUN26-70000-C,0.0,option,0.25,,52.68,0.26861072,0.26875,21.5,,BTC,BTC-26JUN26,88465.39,0.0,0.0
0.0007,BTC,0.0004,1764568637557,BTC,85953.58,1764568639569,0.0012,BTC-26DEC25-128000-C,0.0,option,0.0006,0.0006,63.58,0.00059253,0.00055,685.7,-50.0,BTC,BTC-26DEC25,86142.58,2.0,161.3
0.052,BTC,0.051,1764568637557,BTC,85953.58,1764568639569,0.0755,BTC-27FEB26-96000-C,0.0,option,0.0515,0.0515,46.46,0.05204648,0.0515,67.1,-31.7881,BTC,SYN.BTC-27FEB26,86869.6,1.4,7176.38
0.2485,BTC,0.24,1764568637557,BTC,85953.58,1764568639569,0.1875,BTC-27MAR26-105000-P,0.0,option,0.1875,0.1875,46.61,0.24427859,0.24425,512.6,0.0,BTC,BTC-27MAR26,87234.73,0.8,13694.89
0.046,BTC,0.0445,1764568637557,BTC,85953.58,1764568639569,0.051,BTC-25SEP26-140000-C,0.0,option,0.051,0.051,49.09,0.0452744,0.04525,1198.0,0.0,BTC,BTC-25SEP26,89754.7,1.0,4451.54
0.0235,BTC,0.0225,1764568637557,BTC,85953.58,1764568639569,0.02,BTC-12DEC25-83000-P,0.0,option,0.0198,0.008,55.68,0.02302231,0.023,444.8,120.0,BTC,BTC-12DEC25,86016.18,136.0,224831.1
0.0615,BTC,0.059,1764568637557,BTC,85953.58,1764568639569,0.018,BTC-3DEC25-91000-P,0.0,option,0.018,0.0105,55.08,0.06031576,0.06025,2.6,28.5714,BTC,SYN.BTC-3DEC25,85959.86966157668,1.9,2178.25
0.018,BTC,0.0175,1764568637557,BTC,85953.58,1764568639569,0.0175,BTC-27MAR26-60000-P,0.0,option,0.0175,0.014,58.66,0.01752421,0.01775,693.3,25.0,BTC,BTC-27MAR26,87234.73,10.2,15326.02
,BTC,,1764568637557,BTC,85953.58,1764568639569,,BTC-26DEC25-230000-P,0.0,option,0.8275,,104.83,1.6699485,,0.5,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.0005,BTC,0.0003,1764568637557,BTC,85953.58,1764568639569,0.0016,BTC-5DEC25-99000-C,0.0,option,0.0005,0.0005,61.83,0.00038682,0.0004,357.7,-68.75,BTC,BTC-5DEC25,85966.19,11.6,1500.24
,BTC,,1764568637557,BTC,85953.58,1764568639569,,BTC-1DEC25-98000-P,0.0,option,,,83.91,0.14015071,,0.0,,BTC,SYN.BTC-1DEC25,85953.54932315335,0.0,0.0
0.101,BTC,0.099,1764568637557,BTC,85953.58,1764568639569,0.1,BTC-27FEB26-88000-P,0.0,option,0.1,0.068,47.43,0.09998946,0.1,15.3,47.0588,BTC,SYN.BTC-27FEB26,86869.6,11.7,92953.5
1.514,BTC,1.315,1764568637557,BTC,85953.58,1764568639569,,BTC-27MAR26-210000-P,0.0,option,,,61.55,1.40821235,1.4145,0.0,,BTC,BTC-27MAR26,87237.06,0.0,0.0
0.0012,BTC,0.0009,1764568637557,BTC,85953.58,1764568639569,0.0015,BTC-30JAN26-150000-C,0.0,option,0.001,0.001,58.23,0.00103841,0.00105,182.8,-33.3333,BTC,BTC-30JAN26,86504.81,2.5,311.87
0.1775,BTC,0.0805,1764568637557,BTC,85953.58,1764568639569,0.073,BTC-19DEC25-96000-P,0.0,option,0.073,0.073,48.83,0.12473912,0.129,0.1,0.0,BTC,SYN.BTC-19DEC25,86079.23,0.1,664.37
1.0805,BTC,0.885,1764568637557,BTC,85953.58,1764568639569,,BTC-25SEP26-175000-P,0.0,option,,,51.59,0.97151611,0.98275,0.0,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.0995,BTC,0.097,1764568637557,BTC,85953.58,1764568639569,0.0995,BTC-25SEP26-75000-P,0.0,option,0.0995,0.0795,51.4,0.0985349,0.09825,1763.3,24.375,BTC,BTC-25SEP26,89754.7,7.8,57943.47
0.0105,BTC,0.01,1764568637558,BTC,85953.58,1764568639569,0.016,BTC-27FEB26-120000-C,0.0,option,0.0105,0.0105,47.44,0.01029787,0.01025,42.7,-32.2581,BTC,SYN.BTC-27FEB26,86872.0,3.9,4889.1
0.032,BTC,0.031,1764568637558,BTC,85953.58,1764568639569,0.0325,BTC-12DEC25-85000-P,0.0,option,0.032,0.0105,53.7,0.03148584,0.0315,930.1,204.7619,BTC,BTC-12DEC25,86015.88,18.4,32823.06
0.1765,BTC,0.1735,1764568637558,BTC,85953.58,1764568639569,0.2055,BTC-25SEP26-90000-C,0.0,option,0.1745,0.1745,49.33,0.17526752,0.175,43.9,-15.0852,BTC,BTC-25SEP26,89754.7,4.3,66094.27
0.194,BTC,0.0975,1764568637558,BTC,85953.58,1764568639569,0.0805,BTC-12DEC25-98000-P,0.0,option,0.0805,0.0805,51.18,0.142336,0.14575,10.5,0.0,BTC,BTC-12DEC25,86015.88,0.1,735.87
0.184,BTC,0.1775,1764568637558,BTC,85953.58,1764568639569,0.144,BTC-30JAN26-100000-P,0.0,option,0.144,0.144,45.89,0.18090368,0.18075,311.1,0.0,BTC,BTC-30JAN26,86504.47,2.1,27037.42
,BTC,,1764568637558,BTC,85953.58,1764568639569,,BTC-3DEC25-96000-P,0.0,option,,,65.83,0.11704291,,0.0,,BTC,SYN.BTC-3DEC25,85959.86966157668,0.0,0.0
0.1355,BTC,0.1325,1764568637558,BTC,85953.58,1764568639569,,BTC-12DEC25-75000-C,0.0,option,0.1335,,65.68,0.13410726,0.134,2.3,,BTC,BTC-12DEC25,86016.18,0.0,0.0
0.0001,BTC,,1764568637558,BTC,85953.58,1764568639569,,BTC-26DEC25-320000-C,0.0,option,0.0001,,121.31,2.46e-06,,177.8,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.0425,BTC,0.04,1764568637558,BTC,85953.58,1764568639569,,BTC-3DEC25-83000-C,0.0,option,,,66.5,0.0415245,0.04125,0.0,,BTC,SYN.BTC-3DEC25,85959.86966157668,0.0,0.0
0.016,BTC,0.015,1764568637558,BTC,85953.58,1764568639569,,BTC-26JUN26-155000-C,0.0,option,0.021,,50.7,0.01570176,0.0155,92.2,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.0007,BTC,0.0006,1764568637558,BTC,85953.58,1764568639569,0.0012,BTC-26DEC25-124000-C,0.0,option,0.0008,0.0008,59.87,0.00064678,0.00065,2684.7,-33.3333,BTC,BTC-26DEC25,86144.86,2.1,181.02
0.0011,BTC,0.0008,1764568637558,BTC,85953.58,1764568639569,0.0145,BTC-3DEC25-92000-C,0.0,option,0.001,0.001,56.35,0.00103746,0.00095,15.9,-90.9091,BTC,SYN.BTC-3DEC25,85959.86966157668,18.1,14802.25
0.064,BTC,0.063,1764568637558,BTC,85953.58,1764568639569,0.059,BTC-30JAN26-84000-P,0.0,option,0.0565,0.0375,48.46,0.06354344,0.0635,128.0,43.038,BTC,BTC-30JAN26,86504.81,204.8,1012788.67
0.024,BTC,0.023,1764568637558,BTC,85953.58,1764568639569,0.0245,BTC-5DEC25-86000-P,0.0,option,0.0235,0.0041,55.09,0.02343215,0.0235,1135.9,327.2727,BTC,BTC-5DEC25,85966.51,289.5,329902.93
0.0007,BTC,0.0005,1764568637558,BTC,85953.58,1764568639569,0.0006,BTC-5DEC25-70000-P,0.0,option,0.0005,0.0002,92.23,0.00055967,0.0006,672.7,150.0,BTC,BTC-5DEC25,85966.51,44.5,1556.41
0.0027,BTC,0.0025,1764568637558,BTC,85953.58,1764568639569,0.0034,BTC-27MAR26-170000-C,0.0,option,0.0033,0.0033,55.37,0.00252319,0.0026,655.4,-2.9412,BTC,BTC-27MAR26,87234.73,0.2,60.87
0.0002,BTC,0.0001,1764568637558,BTC,85953.58,1764568639569,0.0008,BTC-3DEC25-98000-C,0.0,option,0.0002,0.0001,71.74,0.00014945,0.00015,61.0,-60.0,BTC,SYN.BTC-3DEC25,85959.86966157668,60.2,3075.55
0.142,BTC,0.139,1764568637558,BTC,85953.58,1764568639569,0.079,BTC-5DEC25-98000-P,0.0,option,0.079,0.074,60.06,0.14043516,0.1405,35.7,6.7568,BTC,BTC-5DEC25,85966.19,1.0,6976.52
,BTC,,1764568637558,BTC,85953.58,1764568639569,,BTC-5DEC25-125000-P,0.0,option,0.426,,78.46,0.45401493,,0.2,,BTC,BTC-5DEC25,85966.19,0.0,0.0
,BTC,,1764568637558,BTC,85953.58,1764568639569,,BTC-26DEC25-190000-P,0.0,option,0.507,,100.25,1.20573661,,4.0,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.0385,BTC,0.038,1764568637558,BTC,85953.58,1764568639569,0.062,BTC-30JAN26-95000-C,0.0,option,0.038,0.038,46.17,0.03874054,0.03825,409.7,-35.5932,BTC,BTC-30JAN26,86504.81,35.8,165306.89
0.0003,BTC,0.0001,1764568637558,BTC,85953.58,1764568639569,0.0007,BTC-5DEC25-103000-C,0.0,option,0.0002,0.0002,69.29,0.00017869,0.0002,134.8,-66.6667,BTC,BTC-5DEC25,85966.19,9.5,482.73
0.0345,BTC,0.0335,1764568637558,BTC,85953.58,1764568639569,0.049,BTC-27FEB26-102000-C,0.0,option,0.035,0.035,46.35,0.03481361,0.034,7.8,-28.5714,BTC,SYN.BTC-27FEB26,86869.6,1.4,4745.03
0.0002,BTC,,1764568637558,BTC,85953.58,1764568639569,0.0001,BTC-26DEC25-210000-C,0.0,option,0.0001,0.0001,104.83,6.734e-05,,440.8,0.0,BTC,BTC-26DEC25,86142.58,70.9,649.53
0.009,BTC,0.0065,1764568637558,BTC,85953.58,1764568639569,0.007,BTC-1DEC25-86500-P,0.0,option,0.007,0.006,61.47,0.00776574,0.00775,23.0,0.0,BTC,SYN.BTC-1DEC25,85953.54932315335,23.0,13641.11
0.082,BTC,0.0795,1764568637558,BTC,85953.58,1764568639569,0.077,BTC-12DEC25-92000-P,0.0,option,0.077,0.0455,50.13,0.0809914,0.08075,578.2,69.2308,BTC,BTC-12DEC25,86016.18,2.5,13879.97
0.066,BTC,0.0625,1764568637558,BTC,85953.58,1764568639569,,BTC-5DEC25-81000-C,0.0,option,0.0785,,64.68,0.0648416,0.06425,17.5,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.0075,BTC,0.007,1764568637558,BTC,85953.58,1764568639569,0.007,BTC-5DEC25-81000-P,0.0,option,0.007,0.0013,64.68,0.00704323,0.00725,631.3,438.4615,BTC,BTC-5DEC25,85966.19,25.6,10191.67
0.0006,BTC,0.0004,1764568637558,BTC,85953.58,1764568639569,0.0125,BTC-1DEC25-87000-C,0.0,option,0.0005,0.0004,64.05,0.00051458,0.0005,44.4,-95.0,BTC,SYN.BTC-1DEC25,85953.54932315335,63.2,39549.04
0.0565,BTC,0.054,1764568637558,BTC,85953.58,1764568639569,0.102,BTC-5DEC25-82000-C,0.0,option,0.062,0.062,62.67,0.05521515,0.05525,31.9,-39.2157,BTC,BTC-5DEC25,85966.19,0.5,3085.27
0.0645,BTC,0.0625,1764568637558,BTC,85953.58,1764568639569,0.0565,BTC-12DEC25-90000-P,0.0,option,0.0565,0.0245,51.02,0.06402679,0.0635,364.0,130.6122,BTC,BTC-12DEC25,86016.18,28.5,126489.04
0.0003,BTC,0.0001,1764568637558,BTC,85953.58,1764568639569,,BTC-27MAR26-20000-P,0.0,option,0.0002,,93.61,0.00019312,0.0002,1856.2,,BTC,BTC-27MAR26,87234.73,0.0,0.0
0.0545,BTC,0.0515,1764568637558,BTC,85953.58,1764568639569,0.0524,BTC-5DEC25-90000-P,0.0,option,0.0524,0.0125,52.21,0.05333501,0.053,1012.1,271.6312,BTC,BTC-5DEC25,85966.19,192.4,279307.71
0.0015,BTC,0.001,1764568637558,BTC,85953.58,1764568639569,0.0012,BTC-26JUN26-320000-C,0.0,option,0.0012,0.0012,65.03,0.00122918,0.00125,143.3,0.0,BTC,BTC-26JUN26,88465.69,1.0,110.03
0.0017,BTC,0.0015,1764568637558,BTC,85953.58,1764568639569,0.0044,BTC-1DEC25-85500-P,0.0,option,0.0015,0.0015,61.22,0.00166711,0.0016,61.5,-46.4286,BTC,SYN.BTC-1DEC25,85953.54932315335,61.9,14254.79
0.039,BTC,0.0365,1764568637558,BTC,85953.58,1764568639569,0.032,BTC-2DEC25-89000-P,0.0,option,0.032,0.0036,58.42,0.03766439,0.03775,14.2,680.4878,BTC,SYN.BTC-2DEC25,85956.70949236501,6.6,6835.72
0.624,BTC,0.589,1764568637558,BTC,85953.58,1764568639569,,BTC-26JUN26-140000-P,0.0,option,0.4655,,49.13,0.60625127,0.6065,17.1,,BTC,BTC-26JUN26,88465.39,0.0,0.0
0.789,BTC,0.7475,1764568637558,BTC,85953.58,1764568639569,,BTC-26JUN26-155000-P,0.0,option,0.4095,,50.7,0.76776493,0.76825,1.1,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.045,BTC,0.0445,1764568637558,BTC,85953.58,1764568639569,0.0625,BTC-27FEB26-98000-C,0.0,option,0.06,0.06,46.16,0.04517143,0.04475,56.4,-4.0,BTC,SYN.BTC-27FEB26,86869.6,0.4,2189.03
0.6235,BTC,,1764568637558,BTC,85953.58,1764568639569,,BTC-26DEC25-134000-P,0.0,option,0.4545,,67.52,0.55597068,,2.0,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.285,BTC,0.2785,1764568637558,BTC,85953.58,1764568639569,,BTC-30JAN26-110000-P,0.0,option,0.2185,,46.5,0.28178664,0.28175,738.8,,BTC,BTC-30JAN26,86504.81,0.0,0.0
0.197,BTC,0.1945,1764568637558,BTC,85953.58,1764568639569,,BTC-26JUN26-80000-C,0.0,option,0.226,,50.36,0.1960262,0.19575,16.0,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.002,BTC,0.0019,1764568637558,BTC,85953.58,1764568639569,0.0048,BTC-26DEC25-110000-C,0.0,option,0.002,0.002,51.05,0.00201602,0.00195,5754.6,-55.5556,BTC,BTC-26DEC25,86142.58,132.9,49568.41
,BTC,,1764568637558,BTC,85953.58,1764568639569,,BTC-26DEC25-142000-P,0.0,option,,,71.58,0.64867756,,0.0,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.0012,BTC,0.0009,1764568637559,BTC,85953.58,1764568639569,0.0155,BTC-2DEC25-90000-C,0.0,option,0.001,0.001,59.03,0.00113521,0.00105,7.6,-93.5484,BTC,SYN.BTC-2DEC25,85956.70949236501,6.7,3160.24
0.0275,BTC,0.0265,1764568637559,BTC,85953.58,1764568639569,0.028,BTC-12DEC25-84000-P,0.0,option,0.027,0.01,54.67,0.02697686,0.027,942.4,170.0,BTC,BTC-12DEC25,86016.18,204.7,371780.75
0.361,BTC,0.3495,1764568637559,BTC,85953.58,1764568639569,,BTC-26JUN26-115000-P,0.0,option,0.292,,47.81,0.35529377,0.35525,111.7,,BTC,BTC-26JUN26,88465.69,0.0,0.0
1.234,BTC,1.076,1764568637559,BTC,85953.58,1764568639569,,BTC-26JUN26-190000-P,0.0,option,0.5975,,54.13,1.15462826,1.155,0.4,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.0245,BTC,0.0235,1764568637559,BTC,85953.58,1764568639569,0.026,BTC-25SEP26-170000-C,0.0,option,0.026,0.026,51.22,0.02396262,0.024,128.8,0.0,BTC,BTC-25SEP26,89754.33,0.2,454.1
0.0004,BTC,0.0002,1764568637559,BTC,85953.58,1764568639569,0.0025,BTC-3DEC25-95000-C,0.0,option,0.0005,0.0005,62.84,0.0003183,0.0003,33.6,-80.0,BTC,SYN.BTC-3DEC25,85959.86966157668,37.8,7689.91
1.247,BTC,1.043,1764568637559,BTC,85953.58,1764568639569,,BTC-25SEP26-190000-P,0.0,option,,,52.7,1.13356884,1.145,0.0,,BTC,BTC-25SEP26,89754.33,0.0,0.0
0.093,BTC,0.092,1764568637559,BTC,85953.58,1764568639569,0.114,BTC-30JAN26-84000-C,0.0,option,0.0915,0.0915,48.46,0.09252308,0.0925,165.1,-19.7368,BTC,BTC-30JAN26,86504.81,2.5,20812.14
0.0028,BTC,0.0025,1764568637559,BTC,85953.58,1764568639569,0.0032,BTC-26JUN26-250000-C,0.0,option,0.0028,0.0028,59.73,0.00264301,0.00265,181.1,-12.5,BTC,BTC-26JUN26,88465.69,0.8,229.47
0.0008,BTC,0.0006,1764568637559,BTC,85953.58,1764568639569,0.0011,BTC-27MAR26-230000-C,0.0,option,0.0007,0.0007,64.24,0.00066555,0.0007,190.4,-36.3636,BTC,BTC-27MAR26,87234.73,10.6,882.44
0.1305,BTC,0.1275,1764568637559,BTC,85953.58,1764568639569,,BTC-5DEC25-97000-P,0.0,option,0.055,,57.75,0.12890302,0.129,74.6,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.016,BTC,0.015,1764568637559,BTC,85953.58,1764568639569,0.0265,BTC-30JAN26-105000-C,0.0,option,0.0155,0.0155,46.06,0.01594827,0.0155,360.8,-41.0646,BTC,BTC-30JAN26,86504.47,18.8,42653.91
0.0595,BTC,0.0585,1764568637559,BTC,85953.58,1764568639569,0.0845,BTC-26DEC25-85000-C,0.0,option,0.058,0.0575,50.17,0.05899938,0.059,496.3,-31.3609,BTC,BTC-26DEC25,86144.86,16.5,87303.64
0.001,BTC,0.0007,1764568637559,BTC,85953.58,1764568639569,0.0085,BTC-4DEC25-94000-C,0.0,option,0.0015,0.0015,55.13,0.00082901,0.00085,10.5,-72.7273,BTC,SYN.BTC-4DEC25,85963.02983078833,12.8,5306.49
0.0033,BTC,0.0032,1764568637559,BTC,85953.58,1764568639569,0.0036,BTC-5DEC25-78000-P,0.0,option,0.0036,0.0005,71.14,0.00331513,0.00325,2119.3,414.2857,BTC,BTC-5DEC25,85966.19,166.2,26962.23
0.053,BTC,0.052,1764568637559,BTC,85953.58,1764568639569,0.077,BTC-26DEC25-86000-C,0.0,option,0.0515,0.0515,49.65,0.05269188,0.0525,471.6,-33.1169,BTC,BTC-26DEC25,86142.58,15.2,70530.99
0.8115,BTC,0.668,1764568637559,BTC,85953.58,1764568639569,,BTC-30JAN26-150000-P,0.0,option,,,58.23,0.73500334,0.73975,0.0,,BTC,BTC-30JAN26,86504.81,0.0,0.0
0.315,BTC,0.3135,1764568637559,BTC,85953.58,1764568639569,0.34,BTC-30JAN26-60000-C,0.0,option,0.34,0.34,64.55,0.31441689,0.31425,9.9,0.0,BTC,BTC-30JAN26,86504.81,0.7,21311.74
0.0255,BTC,0.0245,1764568637559,BTC,85953.58,1764568639569,0.0525,BTC-19DEC25-90000-C,0.0,option,0.0254,0.0254,49.13,0.02547418,0.025,92.4,-48.1633,BTC,SYN.BTC-19DEC25,86081.295,98.2,219550.23
2.3465,BTC,2.0865,1764568637559,BTC,85953.58,1764568639569,,BTC-27MAR26-280000-P,0.0,option,,,69.97,2.20997007,2.2165,0.0,,BTC,BTC-27MAR26,87234.73,0.0,0.0
2.5005,BTC,2.215,1764568637559,BTC,85953.58,1764568639569,,BTC-25SEP26-300000-P,0.0,option,,,59.92,2.34669913,2.35775,0.0,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.0007,BTC,0.0006,1764568637559,BTC,85953.58,1764568639569,0.0018,BTC-12DEC25-108000-C,0.0,option,0.0007,0.0007,59.75,0.00059324,0.00065,796.7,-56.25,BTC,BTC-12DEC25,86016.18,37.8,5833.16
0.0046,BTC,0.0042,1764568637559,BTC,85953.58,1764568639569,0.036,BTC-2DEC25-88000-C,0.0,option,0.0042,0.004,59.92,0.00457275,0.0044,37.0,-88.3333,BTC,SYN.BTC-2DEC25,85956.70949236501,43.3,37767.73
0.0775,BTC,0.076,1764568637559,BTC,85953.58,1764568639569,,BTC-27FEB26-90000-C,0.0,option,0.1025,,47.0,0.07664534,0.07675,46.5,,BTC,SYN.BTC-27FEB26,86869.6,0.0,0.0
0.0001,BTC,,1764568637559,BTC,85953.58,1764568639569,,BTC-5DEC25-120000-C,0.0,option,0.0001,,77.28,4.8e-07,,630.3,,BTC,BTC-5DEC25,85966.19,0.0,0.0
,BTC,0.0001,1764568637559,BTC,85953.58,1764568639569,,BTC-5DEC25-120000-P,0.0,option,0.3749,,77.28,0.39585475,,0.1,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.0765,BTC,0.0725,1764568637559,BTC,85953.58,1764568639569,,BTC-5DEC25-80000-C,0.0,option,0.1155,,67.51,0.07508595,0.0745,10.2,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.0395,BTC,0.0375,1764568637559,BTC,85953.58,1764568639569,,BTC-2DEC25-83000-C,0.0,option,,,74.18,0.03864944,0.0385,0.0,,BTC,SYN.BTC-2DEC25,85956.70949236501,0.0,0.0
0.0004,BTC,0.0001,1764568637559,BTC,85953.58,1764568639569,,BTC-26DEC25-146000-C,0.0,option,0.0006,,71.62,0.00017919,0.00025,244.8,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.653,BTC,0.4805,1764568637559,BTC,85953.58,1764568639569,,BTC-25SEP26-135000-P,0.0,option,0.5054,,48.83,0.55519334,0.56675,16.6,,BTC,BTC-25SEP26,89754.33,0.0,0.0
0.072,BTC,0.0695,1764568637559,BTC,85953.58,1764568639569,0.048,BTC-2DEC25-92000-P,0.0,option,0.048,0.012,63.69,0.07064888,0.07075,29.8,180.7018,BTC,SYN.BTC-2DEC25,85956.70949236501,16.5,26353.59
,BTC,,1764568637559,BTC,85953.58,1764568639569,,BTC-26DEC25-210000-P,0.0,option,,,104.83,1.43782868,,0.0,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.069,BTC,0.068,1764568637559,BTC,85953.58,1764568639569,0.0865,BTC-30JAN26-88000-C,0.0,option,0.0676,0.0676,47.13,0.06849886,0.0685,593.2,-21.8497,BTC,BTC-30JAN26,86504.81,296.7,2029581.08
0.0007,BTC,0.0004,1764568637559,BTC,85953.58,1764568639569,0.0004,BTC-12DEC25-60000-P,0.0,option,0.0004,0.0002,91.17,0.00053326,0.00055,181.1,100.0,BTC,BTC-12DEC25,86015.88,26.4,698.21
0.0049,BTC,0.0045,1764568637559,BTC,85953.58,1764568639569,0.0069,BTC-27MAR26-150000-C,0.0,option,0.005,0.005,51.67,0.00464304,0.0047,1576.4,-27.5362,BTC,BTC-27MAR26,87234.73,127.8,79832.71
0.021,BTC,0.02,1764568637559,BTC,85953.58,1764568639569,0.02,BTC-2DEC25-85000-C,0.0,option,0.02,0.02,66.66,0.0206634,0.0205,0.1,0.0,BTC,SYN.BTC-2DEC25,85956.70949236501,0.1,171.77
0.0029,BTC,0.0026,1764568637559,BTC,85953.58,1764568639569,0.0028,BTC-2DEC25-82000-P,0.0,option,0.0028,0.0021,77.75,0.00277741,0.00275,2.2,33.3333,BTC,SYN.BTC-2DEC25,85956.70949236501,2.2,438.9
0.0975,BTC,0.0935,1764568637559,BTC,85953.58,1764568639569,,BTC-5DEC25-78000-C,0.0,option,0.1145,,71.14,0.09600985,0.0955,4.1,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.1725,BTC,0.077,1764568637559,BTC,85953.58,1764568639569,0.063,BTC-12DEC25-96000-P,0.0,option,0.063,0.063,50.64,0.12081875,0.12475,12.8,0.0,BTC,BTC-12DEC25,86016.18,1.1,6337.04
0.063,BTC,0.06,1764568637559,BTC,85953.58,1764568639569,0.017,BTC-4DEC25-91000-P,0.0,option,0.017,0.0145,52.32,0.0614649,0.0615,9.5,9.6774,BTC,SYN.BTC-4DEC25,85963.02983078833,9.5,13789.12
0.1755,BTC,0.1715,1764568637559,BTC,85953.58,1764568639569,,BTC-27FEB26-98000-P,0.0,option,0.1175,,46.16,0.17329911,0.1735,7.1,,BTC,SYN.BTC-27FEB26,86869.6,0.0,0.0
0.1615,BTC,0.067,1764568637559,BTC,85953.58,1764568639569,0.1035,BTC-12DEC25-95000-P,0.0,option,0.1035,0.075,50.44,0.1103894,0.11425,6.9,38.0,BTC,BTC-12DEC25,86016.18,1.3,9164.71
0.009,BTC,0.008,1764568637559,BTC,85953.58,1764568639569,0.015,BTC-30JAN26-112000-C,0.0,option,0.0085,0.0085,46.59,0.00845988,0.0085,1558.8,-43.3333,BTC,BTC-30JAN26,86504.81,1205.5,942178.32
3.6545,BTC,3.633,1764568637559,BTC,85953.58,1764568639569,,BTC-26DEC25-400000-P,0.0,option,2.875,,121.31,3.64335503,3.64375,20.1,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.0014,BTC,0.0013,1764568637559,BTC,85953.58,1764568639569,0.003,BTC-26DEC25-114000-C,0.0,option,0.0018,0.0018,53.54,0.00138259,0.00135,757.1,-40.0,BTC,BTC-26DEC25,86142.58,12.0,3104.95
0.0007,BTC,0.0004,1764568637559,BTC,85953.58,1764568639569,0.0175,BTC-2DEC25-91000-C,0.0,option,0.0006,0.0005,60.64,0.00058644,0.00055,85.6,-94.5455,BTC,SYN.BTC-2DEC25,85956.70949236501,86.9,31075.5
0.0285,BTC,0.027,1764568637559,BTC,85953.58,1764568639569,0.034,BTC-26JUN26-135000-C,0.0,option,0.034,0.034,48.88,0.0280458,0.02775,475.3,0.0,BTC,BTC-26JUN26,88465.69,12.0,36022.3
0.0006,BTC,0.0005,1764568637559,BTC,85953.58,1764568639569,0.0009,BTC-26DEC25-130000-C,0.0,option,0.0006,0.0006,65.25,0.0005603,0.00055,7136.8,-25.0,BTC,BTC-26DEC25,86142.58,6.4,432.57
0.0175,BTC,0.0165,1764568637559,BTC,85953.58,1764568639569,0.03,BTC-30JAN26-104000-C,0.0,option,0.019,0.019,46.01,0.01744454,0.017,417.4,-30.9091,BTC,BTC-30JAN26,86504.81,48.9,106633.74
0.094,BTC,0.0925,1764568637559,BTC,85953.58,1764568639569,0.122,BTC-27MAR26-90000-C,0.0,option,0.096,0.096,47.51,0.09314918,0.09325,727.6,-21.3115,BTC,BTC-27MAR26,87234.73,1.1,10790.47
