fetch_ts_datetime,fetch_ts_ms,meta.instrument.base_currency,meta.instrument.block_trade_commission,meta.instrument.block_trade_min_trade_amount,meta.instrument.block_trade_tick_size,meta.instrument.contract_size,meta.instrument.counter_currency,meta.instrument.creation_timestamp,meta.instrument.creation_timestamp_datetime,meta.instrument.expiration_timestamp,meta.instrument.expiration_timestamp_datetime,meta.instrument.instrument_id,meta.instrument.instrument_name,meta.instrument.instrument_type,meta.instrument.is_active,meta.instrument.kind,meta.instrument.maker_commission,meta.instrument.min_trade_amount,meta.instrument.option_type,meta.instrument.price_index,meta.instrument.quote_currency,meta.instrument.settlement_currency,meta.instrument.settlement_period,meta.instrument.strike,meta.instrument.taker_commission,meta.instrument.tick_size,meta.instrument.tick_size_steps,parsed.base_currency,parsed.expiry_code,parsed.instrument_name,parsed.option_type,parsed.strike,rpc.jsonrpc,rpc.result.ask_iv,rpc.result.asks,rpc.result.best_ask_amount,rpc.result.best_ask_price,rpc.result.best_bid_amount,rpc.result.best_bid_price,rpc.result.bid_iv,rpc.result.bids,rpc.result.change_id,rpc.result.estimated_delivery_price,rpc.result.greeks.delta,rpc.result.greeks.gamma,rpc.result.greeks.rho,rpc.result.greeks.theta,rpc.result.greeks.vega,rpc.result.index_price,rpc.result.instrument_name,rpc.result.interest_rate,rpc.result.last_price,rpc.result.mark_iv,rpc.result.mark_price,rpc.result.max_price,rpc.result.min_price,rpc.result.open_interest,rpc.result.settlement_price,rpc.result.state,rpc.result.stats.high,rpc.result.stats.low,rpc.result.stats.price_change,rpc.result.stats.volume,rpc.result.stats.volume_usd,rpc.result.timestamp,rpc.result.timestamp_datetime,rpc.result.underlying_index,rpc.result.underlying_price,rpc.testnet,rpc.usDiff,rpc.usIn,rpc.usOut
2025-12-01T05:41:46.996000+00:00,1764567706996,BTC,0.0003,25,0.0001,1.0,USD,1764319920000,2025-11-28T08:52:00+00:00,1764662400000,2025-12-02T08:00:00+00:00,557305,BTC-2DEC25-95000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,95000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-95000-C,C,95000.0,2.0,82.92,"[[0.0002,65.9],[0.0003,68.3],[0.0004,0.1],[0.0005,84.0],[0.0007,0.1],[0.001,9.0],[0.0013,1.0],[0.0016,0.1]]",65.9,0.0002,0.0,0.0,0.0,[],129835985775,85759.05,0.00339,0.0,0.00862,-3.3254,0.47929,85759.05,BTC-2DEC25-95000-C,0.0,0.0001,68.56,0.0,0.015,0.0001,18.3,0.00074077,open,0.0021,0.0001,-87.5,15.4,878.35,1764567706145,2025-12-01T05:41:46.145000+00:00,SYN.BTC-2DEC25,85751.3728,False,269,1764567707138298,1764567707138567
2025-12-01T05:41:47.020000+00:00,1764567707020,BTC,0.0003,25,0.0001,1.0,USD,1764319920000,2025-11-28T08:52:00+00:00,1764662400000,2025-12-02T08:00:00+00:00,557306,BTC-2DEC25-95000-P,reversed,True,option,0.0003,0.1,put,btc_usd,BTC,BTC,day,95000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-95000-P,P,95000.0,2.0,118.07,"[[0.1095,0.1],[0.1125,10.0]]",0.1,0.1095,0.1,0.1065,0.0,"[[0.1065,0.1],[0.105,10.0],[0.0021,0.5],[0.002,0.8]]",129836148293,85759.05,-0.99661,0.0,-2.84355,-14.99238,0.47929,85759.05,BTC-2DEC25-95000-P,0.0,0.086,68.56,0.1078,0.155,0.0655,2.6,0.04448979,open,0.086,0.0655,31.2977,0.2,1336.35,1764567706145,2025-12-01T05:41:46.145000+00:00,SYN.BTC-2DEC25,85751.3728,False,217,1764567707160141,1764567707160358
2025-12-01T05:41:47.221000+00:00,1764567707221,BTC,0.0003,25,0.0001,1.0,USD,1764316822000,2025-11-28T08:00:22+00:00,1764662400000,2025-12-02T08:00:00+00:00,557133,BTC-2DEC25-96000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,96000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-96000-C,C,96000.0,2.0,82.76,"[[0.0001,0.3],[0.0002,65.5],[0.0003,66.3],[0.0004,84.1],[0.0006,0.1],[0.0016,9.0]]",0.3,0.0001,0.0,0.0,0.0,[],129835962489,85759.52,0.00251,0.0,0.00638,-2.5295,0.36564,85759.52,BTC-2DEC25-96000-C,0.0,0.0001,72.83,0.0,0.015,0.0001,24.3,0.00038979,open,0.001,0.0001,-75.0,14.8,540.38,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-2DEC25,85761.191,False,248,1764567707360017,1764567707360265
2025-12-01T05:41:47.256000+00:00,1764567707256,BTC,0.0003,25,0.0001,1.0,USD,1764316822000,2025-11-28T08:00:22+00:00,1764662400000,2025-12-02T08:00:00+00:00,557134,BTC-2DEC25-96000-P,reversed,True,option,0.0003,0.1,put,btc_usd,BTC,BTC,day,96000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-96000-P,P,96000.0,2.0,0.0,[],0.0,0.0,0.0,0.0,0.0,[],129834910884,85759.52,-0.99749,0.0,-2.87581,-12.15106,0.36564,85759.52,BTC-2DEC25-96000-P,0.0,,72.83,0.1194,0.167,0.0765,0.0,0.05512564,open,,,,0.0,0.0,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-2DEC25,85761.191,False,281,1764567707396006,1764567707396287
2025-12-01T05:41:47.267000+00:00,1764567707267,BTC,0.0003,25,0.0001,1.0,USD,1764316822000,2025-11-28T08:00:22+00:00,1764662400000,2025-12-02T08:00:00+00:00,557136,BTC-2DEC25-98000-P,reversed,True,option,0.0003,0.1,put,btc_usd,BTC,BTC,day,98000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-98000-P,P,98000.0,2.0,0.0,[],0.0,0.0,0.0,0.0,0.0,[],129831427903,85759.52,-0.99897,0.0,-2.93963,-5.79412,0.16191,85759.52,BTC-2DEC25-98000-P,0.0,,78.43,0.1427,0.191,0.099,0.0,0.07695956,open,,,,0.0,0.0,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-2DEC25,85761.191,False,243,1764567707407488,1764567707407731
2025-12-01T05:41:47.266000+00:00,1764567707266,BTC,0.0003,25,0.0001,1.0,USD,1764316822000,2025-11-28T08:00:22+00:00,1764662400000,2025-12-02T08:00:00+00:00,557135,BTC-2DEC25-98000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,98000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-98000-C,C,98000.0,2.0,95.93,"[[0.0001,5.0],[0.0002,72.1],[0.0003,37.4],[0.0004,0.1],[0.0005,80.2],[0.0006,0.1],[0.0012,9.1],[1.0,0.1]]",5.0,0.0001,0.0,0.0,0.0,[],129835962479,85759.52,0.00103,0.0,0.00261,-1.03888,0.16191,85759.52,BTC-2DEC25-98000-C,0.0,0.0001,78.43,0.0,0.015,0.0001,130.8,0.00025005,open,0.0004,0.0001,-50.0,79.3,842.69,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-2DEC25,85761.191,False,281,1764567707403933,1764567707404214
2025-12-01T05:41:47.292000+00:00,1764567707292,BTC,0.0003,25,0.0001,1.0,USD,1764340080000,2025-11-28T14:28:00+00:00,1764662400000,2025-12-02T08:00:00+00:00,557336,BTC-2DEC25-100000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,100000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-100000-C,C,100000.0,2.0,108.63,"[[0.0001,14.0],[0.0002,36.7],[0.0003,32.6],[0.0004,80.3],[0.0005,0.1],[0.0085,9.0]]",14.0,0.0001,0.0,0.0,0.0,[],129835962468,85759.52,0.00038,0.0,0.00096,-0.37689,0.0644,85759.52,BTC-2DEC25-100000-C,0.0,0.0001,82.66,0.0,0.015,0.0001,0.8,0.00017165,open,0.0003,0.0001,-50.0,0.7,9.14,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-2DEC25,85761.191,False,202,1764567707432608,1764567707432810
2025-12-01T05:41:47.481000+00:00,1764567707481,BTC,0.0003,25,0.0001,1.0,USD,1764340080000,2025-11-28T14:28:00+00:00,1764662400000,2025-12-02T08:00:00+00:00,557337,BTC-2DEC25-100000-P,reversed,True,option,0.0003,0.1,put,btc_usd,BTC,BTC,day,100000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,2DEC25,BTC-2DEC25-100000-P,P,100000.0,2.0,0.0,[],0.0,0.0,0.0,0.0,0.0,[],129831469775,85759.52,-0.99962,0.0,-3.00132,-2.42919,0.0644,85759.52,BTC-2DEC25-100000-P,0.0,,82.66,0.166,0.215,0.1215,0.0,0.09885482,open,,,,0.0,0.0,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-2DEC25,85761.191,False,263,1764567707619276,1764567707619539
2025-12-01T05:41:47.533000+00:00,1764567707533,BTC,0.0003,25,0.0001,1.0,USD,1764550440000,2025-12-01T00:54:00+00:00,1764748800000,2025-12-03T08:00:00+00:00,558088,BTC-3DEC25-82000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,82000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,3DEC25,BTC-3DEC25-82000-C,C,82000.0,2.0,74.08,"[[0.0505,2.5],[0.091,11.4]]",2.5,0.0505,2.5,0.048,61.66,"[[0.048,2.5],[0.0115,11.5]]",129836147231,85759.52,0.81136,6e-05,3.75208,-289.66312,17.5578,85759.52,BTC-3DEC25-82000-C,0.0,,69.15,0.0495,0.091,0.0115,0.0,,open,,,,0.0,0.0,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-3DEC25,85765.1973,False,307,1764567707669183,1764567707669490
2025-12-01T05:41:47.521000+00:00,1764567707521,BTC,0.0003,25,0.0001,1.0,USD,1764560651000,2025-12-01T03:44:11+00:00,1764748800000,2025-12-03T08:00:00+00:00,558157,BTC-3DEC25-81000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,81000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,3DEC25,BTC-3DEC25-81000-C,C,81000.0,2.0,77.17,"[[0.0605,4.0],[0.061,0.1],[0.1005,11.0]]",4.0,0.0605,2.9,0.058,61.75,"[[0.058,2.9],[0.02,10.9]]",129836148374,85759.52,0.85867,5e-05,3.93517,-250.21993,14.55794,85759.52,BTC-3DEC25-81000-C,0.0,,72.05,0.0596,0.101,0.02,0.0,,open,,,,0.0,0.0,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-3DEC25,85765.1973,False,233,1764567707672041,1764567707672274
2025-12-01T05:41:47.530000+00:00,1764567707530,BTC,0.0003,25,0.0001,1.0,USD,1764560651000,2025-12-01T03:44:11+00:00,1764748800000,2025-12-03T08:00:00+00:00,558158,BTC-3DEC25-81000-P,reversed,True,option,0.0003,0.1,put,btc_usd,BTC,BTC,day,81000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,3DEC25,BTC-3DEC25-81000-P,P,81000.0,2.0,72.42,"[[0.0041,2.7],[0.0042,3.6],[0.0043,7.5],[0.0044,14.1],[0.0045,37.4],[0.0046,30.5],[0.0047,53.3],[0.0048,26.4],[0.0049,5.4],[0.005,75.6]]",2.7,0.0041,20.9,0.0039,71.23,"[[0.0039,20.9],[0.0038,22.5],[0.0037,18.3],[0.0036,30.1],[0.0035,20.1],[0.0034,77.8],[0.0033,1.7],[0.0031,1.6],[0.003,0.1],[0.0029,5.6]]",129836150441,85759.52,-0.14133,5e-05,-0.71586,-250.21993,14.55794,85759.52,BTC-3DEC25-81000-P,0.0,0.0037,72.05,0.004,0.033,0.0001,0.2,,open,0.0037,0.0036,2.7778,0.2,62.71,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-3DEC25,85765.1973,False,265,1764567707674934,1764567707675199
2025-12-01T05:41:47.554000+00:00,1764567707554,BTC,0.0003,25,0.0001,1.0,USD,1764550440000,2025-12-01T00:54:00+00:00,1764748800000,2025-12-03T08:00:00+00:00,558089,BTC-3DEC25-82000-P,reversed,True,option,0.0003,0.1,put,btc_usd,BTC,BTC,day,82000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,3DEC25,BTC-3DEC25-82000-P,P,82000.0,2.0,71.08,"[[0.006,73.5],[0.0065,99.7],[0.007,161.6],[0.0075,1.4],[0.008,1.7],[0.015,5.0]]",73.5,0.006,105.9,0.005,66.18,"[[0.005,105.9],[0.0049,44.9],[0.0048,71.0],[0.0046,1.3],[0.0045,5.1],[0.0044,1.4],[0.0043,0.9],[0.0042,5.1],[0.004,10.9],[0.0039,11.4]]",129836152710,85759.52,-0.18956,6e-05,-0.96094,-290.48719,17.60775,85759.52,BTC-3DEC25-82000-P,0.0,0.0055,69.15,0.0056,0.037,0.0001,0.5,,open,0.0055,0.003,83.3333,0.5,198.93,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-3DEC25,85749.7943,False,259,1764567707691710,1764567707691969
2025-12-01T05:41:47.751000+00:00,1764567707751,BTC,0.0003,25,0.0001,1.0,USD,1764560504000,2025-12-01T03:41:44+00:00,1764748800000,2025-12-03T08:00:00+00:00,558129,BTC-3DEC25-83000-C,reversed,True,option,0.0003,0.1,call,btc_usd,BTC,BTC,day,83000.0,0.0003,0.0001,"[{""tick_size"":0.0005,""above_price"":0.005}]",BTC,3DEC25,BTC-3DEC25-83000-C,C,83000.0,2.0,68.82,"[[0.0405,4.0],[0.041,0.1],[0.0805,12.2]]",4.0,0.0405,2.5,0.0385,60.4,"[[0.0385,2.5],[0.0055,12.2]]",129836148815,85759.52,0.75106,7e-05,3.50229,-325.73344,20.60576,85759.52,BTC-3DEC25-83000-C,0.0,,66.26,0.0399,0.081,0.0055,0.0,,open,,,,0.0,0.0,1764567707152,2025-12-01T05:41:47.152000+00:00,SYN.BTC-3DEC25,85765.1973,False,262,1764567707891302,1764567707891564
