ts_exchange_sec,ts_iso,currency,instrument_name,expiry_sec,strike,spot_index_price,mark_price,iv,bid_iv,ask_iv,forward_price
1764570752,2025-12-01T06:32:32+00:00,HYPE,HYPE-20251226-31-C,1766736000,31.0,30.613,2.89,0.951381,0.0,0.0,30.66
