currency,resolution,timestamp_ms,timestamp_iso_utc,open_iv,high_iv,low_iv,close_iv
ETH,1D,1642636800000,2022-01-20T00:00:00+00:00,83.18,89.95,83.18,84.64
ETH,1D,1642723200000,2022-01-21T00:00:00+00:00,84.64,95.97,64.07,69.94
ETH,1D,1642809600000,2022-01-22T00:00:00+00:00,69.94,81.7,67.7,79.06
ETH,1D,1642896000000,2022-01-23T00:00:00+00:00,79.06,82.37,67.67,69.57
ETH,1D,1642982400000,2022-01-24T00:00:00+00:00,69.57,82.3,67.52,78.46
ETH,1D,1643068800000,2022-01-25T00:00:00+00:00,78.46,80.41,76.88,79.17
ETH,1D,1643155200000,2022-01-26T00:00:00+00:00,79.17,85.62,76.92,85.4
ETH,1D,1643241600000,2022-01-27T00:00:00+00:00,85.41,94.27,83.1,94.26
ETH,1D,1643328000000,2022-01-28T00:00:00+00:00,94.26,102.19,94.14,102.19
ETH,1D,1643414400000,2022-01-29T00:00:00+00:00,102.19,110.43,102.17,110.43
ETH,1D,1643500800000,2022-01-30T00:00:00+00:00,110.43,117.25,110.06,116.88
ETH,1D,1643587200000,2022-01-31T00:00:00+00:00,116.88,120.0,116.07,116.59
ETH,1D,1643673600000,2022-02-01T00:00:00+00:00,116.59,116.59,115.95,115.95
ETH,1D,1643760000000,2022-02-02T00:00:00+00:00,115.95,115.95,115.95,115.95
ETH,1D,1643846400000,2022-02-03T00:00:00+00:00,115.95,115.95,99.34,111.59
ETH,1D,1643932800000,2022-02-04T00:00:00+00:00,111.59,111.59,110.25,110.25
ETH,1D,1644019200000,2022-02-05T00:00:00+00:00,110.25,110.25,110.25,110.25
ETH,1D,1644105600000,2022-02-06T00:00:00+00:00,110.25,110.25,110.25,110.25
ETH,1D,1644192000000,2022-02-07T00:00:00+00:00,110.25,110.25,110.25,110.25
ETH,1D,1644278400000,2022-02-08T00:00:00+00:00,110.25,110.25,110.25,110.25
ETH,1D,1644364800000,2022-02-09T00:00:00+00:00,110.25,112.75,110.25,112.75
ETH,1D,1644451200000,2022-02-10T00:00:00+00:00,112.75,119.81,112.75,115.43
ETH,1D,1644537600000,2022-02-11T00:00:00+00:00,115.74,119.96,115.67,119.83
ETH,1D,1644624000000,2022-02-12T00:00:00+00:00,119.83,119.98,98.85,98.85
ETH,1D,1644710400000,2022-02-13T00:00:00+00:00,98.85,102.12,98.85,102.12
ETH,1D,1644796800000,2022-02-14T00:00:00+00:00,102.12,102.94,102.12,102.94
ETH,1D,1644883200000,2022-02-15T00:00:00+00:00,102.94,102.94,102.94,102.94
ETH,1D,1644969600000,2022-02-16T00:00:00+00:00,102.94,102.94,102.94,102.94
ETH,1D,1645056000000,2022-02-17T00:00:00+00:00,102.94,102.94,100.3,100.3
ETH,1D,1645142400000,2022-02-18T00:00:00+00:00,100.3,113.16,100.3,113.16
ETH,1D,1645228800000,2022-02-19T00:00:00+00:00,113.16,113.16,113.16,113.16
ETH,1D,1645315200000,2022-02-20T00:00:00+00:00,113.16,113.16,113.16,113.16
ETH,1D,1645401600000,2022-02-21T00:00:00+00:00,93.5,93.5,93.5,93.5
ETH,1D,1645488000000,2022-02-22T00:00:00+00:00,97.65,97.65,97.65,97.65
ETH,1D,1645574400000,2022-02-23T00:00:00+00:00,97.65,97.65,97.65,97.65
ETH,1D,1645660800000,2022-02-24T00:00:00+00:00,97.65,119.37,97.65,119.37
ETH,1D,1645747200000,2022-02-25T00:00:00+00:00,119.37,119.38,113.51,115.57
ETH,1D,1645833600000,2022-02-26T00:00:00+00:00,115.57,115.57,110.64,112.95
ETH,1D,1645920000000,2022-02-27T00:00:00+00:00,112.95,115.66,110.24,113.57
ETH,1D,1646006400000,2022-02-28T00:00:00+00:00,113.57,115.19,103.57,104.96
ETH,1D,1646092800000,2022-03-01T00:00:00+00:00,104.96,107.0,81.14,105.7
ETH,1D,1646179200000,2022-03-02T00:00:00+00:00,105.7,108.96,70.88,92.57
ETH,1D,1646265600000,2022-03-03T00:00:00+00:00,92.09,102.34,91.28,100.74
ETH,1D,1646352000000,2022-03-04T00:00:00+00:00,103.56,103.56,100.52,102.1
ETH,1D,1646438400000,2022-03-05T00:00:00+00:00,102.1,102.13,98.34,98.97
ETH,1D,1646524800000,2022-03-06T00:00:00+00:00,98.97,98.97,94.52,94.52
ETH,1D,1646611200000,2022-03-07T00:00:00+00:00,94.52,101.36,90.78,99.63
ETH,1D,1646697600000,2022-03-08T00:00:00+00:00,99.63,99.78,81.75,82.04
ETH,1D,1646784000000,2022-03-09T00:00:00+00:00,82.04,84.8,64.3,83.47
ETH,1D,1646870400000,2022-03-10T00:00:00+00:00,83.47,83.47,68.35,70.49
ETH,1D,1646956800000,2022-03-11T00:00:00+00:00,70.49,76.11,67.45,75.71
ETH,1D,1647043200000,2022-03-12T00:00:00+00:00,75.71,76.88,75.68,76.01
ETH,1D,1647129600000,2022-03-13T00:00:00+00:00,76.01,76.75,75.6,76.75
ETH,1D,1647216000000,2022-03-14T00:00:00+00:00,76.75,79.65,73.96,78.47
ETH,1D,1647302400000,2022-03-15T00:00:00+00:00,80.03,81.57,76.87,80.03
ETH,1D,1647388800000,2022-03-16T00:00:00+00:00,80.39,80.67,74.39,74.54
ETH,1D,1647475200000,2022-03-17T00:00:00+00:00,69.69,74.83,69.19,74.09
ETH,1D,1647561600000,2022-03-18T00:00:00+00:00,74.09,79.94,67.22,76.24
ETH,1D,1647648000000,2022-03-19T00:00:00+00:00,76.23,77.88,72.45,77.15
ETH,1D,1647734400000,2022-03-20T00:00:00+00:00,77.15,78.12,73.55,75.46
ETH,1D,1647820800000,2022-03-21T00:00:00+00:00,75.46,76.05,70.77,71.69
ETH,1D,1647907200000,2022-03-22T00:00:00+00:00,74.1,77.78,67.83,69.31
ETH,1D,1647993600000,2022-03-23T00:00:00+00:00,69.31,72.53,66.29,66.29
ETH,1D,1648080000000,2022-03-24T00:00:00+00:00,63.64,68.49,63.64,67.62
ETH,1D,1648166400000,2022-03-25T00:00:00+00:00,61.5,67.48,59.64,60.66
ETH,1D,1648252800000,2022-03-26T00:00:00+00:00,60.66,65.12,59.13,61.14
ETH,1D,1648339200000,2022-03-27T00:00:00+00:00,61.14,71.94,60.19,65.46
ETH,1D,1648425600000,2022-03-28T00:00:00+00:00,67.67,67.91,67.55,67.64
ETH,1D,1648512000000,2022-03-29T00:00:00+00:00,67.64,69.62,67.53,69.59
ETH,1D,1648598400000,2022-03-30T00:00:00+00:00,69.69,78.95,69.12,78.59
ETH,1D,1648684800000,2022-03-31T00:00:00+00:00,78.59,80.1,73.21,77.15
ETH,1D,1648771200000,2022-04-01T00:00:00+00:00,79.13,81.98,78.88,81.3
ETH,1D,1648857600000,2022-04-02T00:00:00+00:00,81.3,81.48,76.72,80.19
ETH,1D,1648944000000,2022-04-03T00:00:00+00:00,80.19,80.5,76.83,77.04
ETH,1D,1649030400000,2022-04-04T00:00:00+00:00,77.04,77.31,67.76,71.34
ETH,1D,1649116800000,2022-04-05T00:00:00+00:00,71.34,71.82,70.93,70.98
ETH,1D,1649203200000,2022-04-06T00:00:00+00:00,70.98,71.98,65.0,66.73
ETH,1D,1649289600000,2022-04-07T00:00:00+00:00,66.69,66.69,63.48,66.49
ETH,1D,1649376000000,2022-04-08T00:00:00+00:00,65.46,67.96,65.23,65.76
ETH,1D,1649462400000,2022-04-09T00:00:00+00:00,65.76,65.76,62.26,63.23
ETH,1D,1649548800000,2022-04-10T00:00:00+00:00,63.23,66.4,63.2,63.8
ETH,1D,1649635200000,2022-04-11T00:00:00+00:00,63.8,70.63,63.74,68.75
ETH,1D,1649721600000,2022-04-12T00:00:00+00:00,72.84,72.84,59.7,60.04
ETH,1D,1649808000000,2022-04-13T00:00:00+00:00,60.04,60.44,51.31,57.31
ETH,1D,1649894400000,2022-04-14T00:00:00+00:00,54.95,61.1,50.79,59.06
ETH,1D,1649980800000,2022-04-15T00:00:00+00:00,59.06,59.39,55.5,55.63
ETH,1D,1650067200000,2022-04-16T00:00:00+00:00,55.63,55.89,55.56,55.57
ETH,1D,1650153600000,2022-04-17T00:00:00+00:00,55.57,56.11,55.56,55.86
ETH,1D,1650240000000,2022-04-18T00:00:00+00:00,55.85,64.99,55.82,64.71
ETH,1D,1650326400000,2022-04-19T00:00:00+00:00,64.71,64.93,63.42,63.96
ETH,1D,1650412800000,2022-04-20T00:00:00+00:00,63.96,64.08,57.69,58.26
ETH,1D,1650499200000,2022-04-21T00:00:00+00:00,58.29,65.45,57.15,64.2
ETH,1D,1650585600000,2022-04-22T00:00:00+00:00,60.0,63.97,59.91,62.27
ETH,1D,1650672000000,2022-04-23T00:00:00+00:00,62.27,63.6,61.34,62.82
ETH,1D,1650758400000,2022-04-24T00:00:00+00:00,62.82,62.82,56.01,59.15
ETH,1D,1650844800000,2022-04-25T00:00:00+00:00,60.39,60.44,58.52,59.58
ETH,1D,1650931200000,2022-04-26T00:00:00+00:00,59.58,61.59,57.95,60.0
ETH,1D,1651017600000,2022-04-27T00:00:00+00:00,60.0,67.06,56.5,56.9
ETH,1D,1651104000000,2022-04-28T00:00:00+00:00,56.9,64.52,56.86,62.68
ETH,1D,1651190400000,2022-04-29T00:00:00+00:00,63.57,64.01,61.37,63.43
ETH,1D,1651276800000,2022-04-30T00:00:00+00:00,63.43,66.28,61.77,66.15
ETH,1D,1651363200000,2022-05-01T00:00:00+00:00,66.15,75.71,63.37,66.67
ETH,1D,1651449600000,2022-05-02T00:00:00+00:00,66.67,67.89,64.26,66.65
ETH,1D,1651536000000,2022-05-03T00:00:00+00:00,66.65,83.8,62.62,83.47
ETH,1D,1651622400000,2022-05-04T00:00:00+00:00,83.47,83.78,62.91,63.09
ETH,1D,1651708800000,2022-05-05T00:00:00+00:00,63.09,67.8,61.67,64.86
ETH,1D,1651795200000,2022-05-06T00:00:00+00:00,64.86,65.59,59.53,61.32
ETH,1D,1651881600000,2022-05-07T00:00:00+00:00,61.32,63.62,60.48,60.52
ETH,1D,1651968000000,2022-05-08T00:00:00+00:00,60.52,73.81,58.95,69.28
ETH,1D,1652054400000,2022-05-09T00:00:00+00:00,71.91,76.63,71.91,75.32
ETH,1D,1652140800000,2022-05-10T00:00:00+00:00,75.32,95.85,74.0,95.83
ETH,1D,1652227200000,2022-05-11T00:00:00+00:00,95.83,99.78,89.23,93.05
ETH,1D,1652313600000,2022-05-12T00:00:00+00:00,93.05,95.72,43.94,43.94
ETH,1D,1652400000000,2022-05-13T00:00:00+00:00,74.48,74.83,53.58,55.95
ETH,1D,1652486400000,2022-05-14T00:00:00+00:00,55.95,56.9,55.93,56.89
ETH,1D,1652572800000,2022-05-15T00:00:00+00:00,56.89,58.62,56.65,58.23
ETH,1D,1652659200000,2022-05-16T00:00:00+00:00,60.66,60.66,59.71,59.71
ETH,1D,1652745600000,2022-05-17T00:00:00+00:00,59.71,66.55,58.76,65.23
ETH,1D,1652832000000,2022-05-18T00:00:00+00:00,65.23,67.36,63.68,65.69
ETH,1D,1652918400000,2022-05-19T00:00:00+00:00,65.69,67.57,40.02,40.02
ETH,1D,1653004800000,2022-05-20T00:00:00+00:00,40.02,78.04,40.02,74.74
ETH,1D,1653091200000,2022-05-21T00:00:00+00:00,74.74,74.74,74.74,74.74
ETH,1D,1653177600000,2022-05-22T00:00:00+00:00,74.74,75.52,73.95,75.44
ETH,1D,1653264000000,2022-05-23T00:00:00+00:00,75.03,76.19,73.63,73.66
ETH,1D,1653350400000,2022-05-24T00:00:00+00:00,73.66,73.66,73.66,73.66
ETH,1D,1653436800000,2022-05-25T00:00:00+00:00,73.66,73.66,73.66,73.66
ETH,1D,1653523200000,2022-05-26T00:00:00+00:00,73.66,73.66,73.66,73.66
ETH,1D,1653609600000,2022-05-27T00:00:00+00:00,73.66,73.66,73.66,73.66
ETH,1D,1653696000000,2022-05-28T00:00:00+00:00,73.66,73.66,73.66,73.66
ETH,1D,1653782400000,2022-05-29T00:00:00+00:00,73.66,73.66,73.66,73.66
ETH,1D,1653868800000,2022-05-30T00:00:00+00:00,73.66,73.66,71.36,71.92
ETH,1D,1653955200000,2022-05-31T00:00:00+00:00,71.92,94.35,71.92,94.35
ETH,1D,1654041600000,2022-06-01T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654128000000,2022-06-02T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654214400000,2022-06-03T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654300800000,2022-06-04T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654387200000,2022-06-05T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654473600000,2022-06-06T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654560000000,2022-06-07T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654646400000,2022-06-08T00:00:00+00:00,94.35,94.35,94.35,94.35
ETH,1D,1654732800000,2022-06-09T00:00:00+00:00,94.35,104.86,94.35,104.79
ETH,1D,1654819200000,2022-06-10T00:00:00+00:00,104.79,105.51,87.79,87.91
ETH,1D,1654905600000,2022-06-11T00:00:00+00:00,87.91,88.92,84.11,84.74
ETH,1D,1654992000000,2022-06-12T00:00:00+00:00,84.74,86.06,82.97,84.53
ETH,1D,1655078400000,2022-06-13T00:00:00+00:00,84.53,119.95,84.53,119.94
ETH,1D,1655164800000,2022-06-14T00:00:00+00:00,119.94,119.99,106.88,106.88
ETH,1D,1655251200000,2022-06-15T00:00:00+00:00,106.88,106.88,106.88,106.88
ETH,1D,1655337600000,2022-06-16T00:00:00+00:00,106.88,118.35,106.88,115.22
ETH,1D,1655424000000,2022-06-17T00:00:00+00:00,118.04,119.99,117.63,119.99
ETH,1D,1655510400000,2022-06-18T00:00:00+00:00,119.99,119.99,117.35,118.04
ETH,1D,1655596800000,2022-06-19T00:00:00+00:00,118.04,118.04,118.04,118.04
ETH,1D,1655683200000,2022-06-20T00:00:00+00:00,118.04,118.04,118.04,118.04
ETH,1D,1655769600000,2022-06-21T00:00:00+00:00,118.04,118.04,118.04,118.04
ETH,1D,1655856000000,2022-06-22T00:00:00+00:00,118.04,118.82,113.37,113.62
ETH,1D,1655942400000,2022-06-23T00:00:00+00:00,113.62,119.99,113.62,119.67
ETH,1D,1656028800000,2022-06-24T00:00:00+00:00,119.67,119.8,91.18,95.81
ETH,1D,1656115200000,2022-06-25T00:00:00+00:00,95.81,96.68,94.6,95.11
ETH,1D,1656201600000,2022-06-26T00:00:00+00:00,95.11,95.82,93.93,95.69
ETH,1D,1656288000000,2022-06-27T00:00:00+00:00,95.69,97.09,90.23,95.25
ETH,1D,1656374400000,2022-06-28T00:00:00+00:00,79.84,81.67,74.8,74.93
ETH,1D,1656460800000,2022-06-29T00:00:00+00:00,72.48,74.99,71.39,74.89
ETH,1D,1656547200000,2022-06-30T00:00:00+00:00,74.89,96.54,74.7,96.49
ETH,1D,1656633600000,2022-07-01T00:00:00+00:00,95.99,97.21,92.4,93.93
ETH,1D,1656720000000,2022-07-02T00:00:00+00:00,93.93,95.39,92.62,95.07
ETH,1D,1656806400000,2022-07-03T00:00:00+00:00,95.07,96.52,94.06,96.02
ETH,1D,1656892800000,2022-07-04T00:00:00+00:00,98.02,98.7,97.79,98.62
ETH,1D,1656979200000,2022-07-05T00:00:00+00:00,98.62,98.62,96.66,98.33
ETH,1D,1657065600000,2022-07-06T00:00:00+00:00,98.33,98.85,97.86,98.05
ETH,1D,1657152000000,2022-07-07T00:00:00+00:00,98.05,98.15,88.04,88.8
ETH,1D,1657238400000,2022-07-08T00:00:00+00:00,88.8,89.96,86.92,89.62
ETH,1D,1657324800000,2022-07-09T00:00:00+00:00,89.61,90.07,86.9,87.62
ETH,1D,1657411200000,2022-07-10T00:00:00+00:00,87.63,87.86,80.56,80.81
ETH,1D,1657497600000,2022-07-11T00:00:00+00:00,80.81,85.43,79.04,79.11
ETH,1D,1657584000000,2022-07-12T00:00:00+00:00,79.11,96.42,79.03,88.04
ETH,1D,1657670400000,2022-07-13T00:00:00+00:00,88.04,90.36,75.79,75.79
ETH,1D,1657756800000,2022-07-14T00:00:00+00:00,72.96,75.76,69.51,71.45
ETH,1D,1657843200000,2022-07-15T00:00:00+00:00,77.69,92.45,70.04,92.45
ETH,1D,1657929600000,2022-07-16T00:00:00+00:00,92.45,96.81,82.26,89.49
ETH,1D,1658016000000,2022-07-17T00:00:00+00:00,89.49,90.99,82.72,85.19
ETH,1D,1658102400000,2022-07-18T00:00:00+00:00,85.19,85.21,69.45,69.45
ETH,1D,1658188800000,2022-07-19T00:00:00+00:00,69.45,74.37,67.92,72.72
ETH,1D,1658275200000,2022-07-20T00:00:00+00:00,72.72,101.26,72.71,94.3
ETH,1D,1658361600000,2022-07-21T00:00:00+00:00,94.3,98.56,67.71,68.73
ETH,1D,1658448000000,2022-07-22T00:00:00+00:00,68.73,72.98,67.6,72.6
ETH,1D,1658534400000,2022-07-23T00:00:00+00:00,72.6,75.29,71.04,72.33
ETH,1D,1658620800000,2022-07-24T00:00:00+00:00,72.33,75.27,64.68,69.96
ETH,1D,1658707200000,2022-07-25T00:00:00+00:00,69.96,73.8,68.4,73.8
ETH,1D,1658793600000,2022-07-26T00:00:00+00:00,74.88,75.41,74.33,74.33
ETH,1D,1658880000000,2022-07-27T00:00:00+00:00,74.33,78.79,54.27,59.09
ETH,1D,1658966400000,2022-07-28T00:00:00+00:00,59.07,98.31,54.4,94.02
ETH,1D,1659052800000,2022-07-29T00:00:00+00:00,94.02,94.26,89.83,93.37
ETH,1D,1659139200000,2022-07-30T00:00:00+00:00,93.37,93.44,90.38,90.74
ETH,1D,1659225600000,2022-07-31T00:00:00+00:00,90.74,93.44,90.65,91.48
ETH,1D,1659312000000,2022-08-01T00:00:00+00:00,91.48,92.43,87.81,90.02
ETH,1D,1659398400000,2022-08-02T00:00:00+00:00,90.02,96.07,86.77,88.41
ETH,1D,1659484800000,2022-08-03T00:00:00+00:00,90.8,91.1,88.3,88.54
ETH,1D,1659571200000,2022-08-04T00:00:00+00:00,87.81,88.67,87.44,88.25
ETH,1D,1659657600000,2022-08-05T00:00:00+00:00,88.25,92.56,88.21,92.56
ETH,1D,1659744000000,2022-08-06T00:00:00+00:00,92.56,92.95,90.38,90.38
ETH,1D,1659830400000,2022-08-07T00:00:00+00:00,90.38,92.27,90.01,90.53
ETH,1D,1659916800000,2022-08-08T00:00:00+00:00,90.53,93.4,90.48,92.2
ETH,1D,1660003200000,2022-08-09T00:00:00+00:00,92.2,93.14,90.23,91.1
ETH,1D,1660089600000,2022-08-10T00:00:00+00:00,91.1,95.31,90.14,94.32
ETH,1D,1660176000000,2022-08-11T00:00:00+00:00,94.32,97.16,84.47,85.33
ETH,1D,1660262400000,2022-08-12T00:00:00+00:00,86.03,118.29,86.03,118.29
ETH,1D,1660348800000,2022-08-13T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660435200000,2022-08-14T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660521600000,2022-08-15T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660608000000,2022-08-16T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660694400000,2022-08-17T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660780800000,2022-08-18T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660867200000,2022-08-19T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1660953600000,2022-08-20T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1661040000000,2022-08-21T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1661126400000,2022-08-22T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1661212800000,2022-08-23T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1661299200000,2022-08-24T00:00:00+00:00,118.29,118.29,118.29,118.29
ETH,1D,1661385600000,2022-08-25T00:00:00+00:00,118.29,118.29,107.03,107.03
ETH,1D,1661472000000,2022-08-26T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1661558400000,2022-08-27T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1661644800000,2022-08-28T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1661731200000,2022-08-29T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1661817600000,2022-08-30T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1661904000000,2022-08-31T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1661990400000,2022-09-01T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1662076800000,2022-09-02T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1662163200000,2022-09-03T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1662249600000,2022-09-04T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1662336000000,2022-09-05T00:00:00+00:00,107.03,107.03,107.03,107.03
ETH,1D,1662422400000,2022-09-06T00:00:00+00:00,86.65,90.11,85.09,89.15
ETH,1D,1662508800000,2022-09-07T00:00:00+00:00,89.16,118.47,79.87,118.47
ETH,1D,1662595200000,2022-09-08T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1662681600000,2022-09-09T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1662768000000,2022-09-10T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1662854400000,2022-09-11T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1662940800000,2022-09-12T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663027200000,2022-09-13T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663113600000,2022-09-14T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663200000000,2022-09-15T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663286400000,2022-09-16T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663372800000,2022-09-17T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663459200000,2022-09-18T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663545600000,2022-09-19T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663632000000,2022-09-20T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663718400000,2022-09-21T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663804800000,2022-09-22T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663891200000,2022-09-23T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1663977600000,2022-09-24T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1664064000000,2022-09-25T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1664150400000,2022-09-26T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1664236800000,2022-09-27T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1664323200000,2022-09-28T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1664409600000,2022-09-29T00:00:00+00:00,118.47,118.47,118.47,118.47
ETH,1D,1664496000000,2022-09-30T00:00:00+00:00,118.47,118.97,90.23,93.7
ETH,1D,1664582400000,2022-10-01T00:00:00+00:00,93.7,109.96,93.7,98.42
ETH,1D,1664668800000,2022-10-02T00:00:00+00:00,98.42,113.34,98.42,113.34
ETH,1D,1664755200000,2022-10-03T00:00:00+00:00,113.34,114.03,91.84,107.99
ETH,1D,1664841600000,2022-10-04T00:00:00+00:00,107.99,109.96,100.44,105.01
ETH,1D,1664928000000,2022-10-05T00:00:00+00:00,105.01,111.25,93.65,94.67
ETH,1D,1665014400000,2022-10-06T00:00:00+00:00,109.55,110.5,109.48,110.5
ETH,1D,1665100800000,2022-10-07T00:00:00+00:00,107.57,109.15,107.33,109.12
ETH,1D,1665187200000,2022-10-08T00:00:00+00:00,109.12,112.75,109.1,112.56
ETH,1D,1665273600000,2022-10-09T00:00:00+00:00,112.56,116.03,112.56,116.01
ETH,1D,1665360000000,2022-10-10T00:00:00+00:00,116.01,118.3,116.0,118.3
ETH,1D,1665446400000,2022-10-11T00:00:00+00:00,118.3,118.73,62.44,63.05
ETH,1D,1665532800000,2022-10-12T00:00:00+00:00,66.2,76.58,66.2,76.45
ETH,1D,1665619200000,2022-10-13T00:00:00+00:00,76.45,77.54,75.39,77.06
ETH,1D,1665705600000,2022-10-14T00:00:00+00:00,67.28,76.65,65.19,76.59
ETH,1D,1665792000000,2022-10-15T00:00:00+00:00,76.59,76.59,76.59,76.59
ETH,1D,1665878400000,2022-10-16T00:00:00+00:00,76.59,76.59,76.59,76.59
ETH,1D,1665964800000,2022-10-17T00:00:00+00:00,76.59,115.78,61.56,63.21
ETH,1D,1666051200000,2022-10-18T00:00:00+00:00,63.16,118.41,57.77,86.49
ETH,1D,1666137600000,2022-10-19T00:00:00+00:00,86.43,113.31,62.15,108.28
ETH,1D,1666224000000,2022-10-20T00:00:00+00:00,96.5,101.58,93.91,101.34
ETH,1D,1666310400000,2022-10-21T00:00:00+00:00,101.34,119.99,53.68,53.68
ETH,1D,1666396800000,2022-10-22T00:00:00+00:00,53.65,64.95,49.87,57.28
ETH,1D,1666483200000,2022-10-23T00:00:00+00:00,57.32,65.42,52.37,58.52
ETH,1D,1666569600000,2022-10-24T00:00:00+00:00,58.15,62.16,55.19,58.44
ETH,1D,1666656000000,2022-10-25T00:00:00+00:00,58.44,66.22,58.03,61.18
ETH,1D,1666742400000,2022-10-26T00:00:00+00:00,61.18,66.13,61.17,62.73
ETH,1D,1666828800000,2022-10-27T00:00:00+00:00,73.28,96.6,68.83,68.99
ETH,1D,1666915200000,2022-10-28T00:00:00+00:00,68.99,99.41,68.56,84.05
ETH,1D,1667001600000,2022-10-29T00:00:00+00:00,84.1,99.07,73.85,79.74
ETH,1D,1667088000000,2022-10-30T00:00:00+00:00,79.74,94.22,73.29,74.07
ETH,1D,1667174400000,2022-10-31T00:00:00+00:00,74.07,87.2,68.15,69.25
ETH,1D,1667260800000,2022-11-01T00:00:00+00:00,69.24,91.66,67.69,76.67
ETH,1D,1667347200000,2022-11-02T00:00:00+00:00,76.67,96.37,66.93,73.68
ETH,1D,1667433600000,2022-11-03T00:00:00+00:00,73.68,77.7,59.7,68.11
ETH,1D,1667520000000,2022-11-04T00:00:00+00:00,68.11,73.17,44.05,70.64
ETH,1D,1667606400000,2022-11-05T00:00:00+00:00,70.63,70.93,45.01,48.18
ETH,1D,1667692800000,2022-11-06T00:00:00+00:00,48.18,77.39,47.43,68.2
ETH,1D,1667779200000,2022-11-07T00:00:00+00:00,68.2,69.84,50.7,53.81
ETH,1D,1667865600000,2022-11-08T00:00:00+00:00,53.81,96.08,52.07,82.52
ETH,1D,1667952000000,2022-11-09T00:00:00+00:00,82.5,118.61,63.31,118.6
ETH,1D,1668038400000,2022-11-10T00:00:00+00:00,118.6,118.68,74.49,78.76
ETH,1D,1668124800000,2022-11-11T00:00:00+00:00,78.76,78.76,78.76,78.76
ETH,1D,1668211200000,2022-11-12T00:00:00+00:00,78.76,78.76,78.76,78.76
ETH,1D,1668297600000,2022-11-13T00:00:00+00:00,78.76,78.76,78.76,78.76
ETH,1D,1668384000000,2022-11-14T00:00:00+00:00,78.76,114.67,78.76,114.67
ETH,1D,1668470400000,2022-11-15T00:00:00+00:00,114.67,114.67,114.67,114.67
ETH,1D,1668556800000,2022-11-16T00:00:00+00:00,114.67,114.67,44.93,101.9
ETH,1D,1668643200000,2022-11-17T00:00:00+00:00,101.9,119.09,44.96,119.09
ETH,1D,1668729600000,2022-11-18T00:00:00+00:00,119.09,119.43,76.96,119.43
