currency,resolution,timestamp_ms,timestamp_iso_utc,open_iv,high_iv,low_iv,close_iv
ETH,1D,1621468800000,2021-05-20T00:00:00+00:00,44.04,44.04,40.02,40.17
ETH,1D,1621555200000,2021-05-21T00:00:00+00:00,40.17,45.74,40.17,45.74
ETH,1D,1621641600000,2021-05-22T00:00:00+00:00,45.74,45.74,41.45,41.45
ETH,1D,1621728000000,2021-05-23T00:00:00+00:00,41.45,69.56,40.95,43.82
ETH,1D,1621814400000,2021-05-24T00:00:00+00:00,43.83,45.86,40.55,41.72
ETH,1D,1621900800000,2021-05-25T00:00:00+00:00,41.72,41.72,41.72,41.72
ETH,1D,1621987200000,2021-05-26T00:00:00+00:00,41.72,41.72,41.72,41.72
ETH,1D,1622073600000,2021-05-27T00:00:00+00:00,41.72,41.72,41.72,41.72
ETH,1D,1622160000000,2021-05-28T00:00:00+00:00,41.72,41.72,41.72,41.72
ETH,1D,1622246400000,2021-05-29T00:00:00+00:00,41.72,41.72,41.72,41.72
ETH,1D,1622332800000,2021-05-30T00:00:00+00:00,41.72,41.72,41.72,41.72
ETH,1D,1622419200000,2021-05-31T00:00:00+00:00,41.72,41.82,40.07,41.07
ETH,1D,1622505600000,2021-06-01T00:00:00+00:00,41.07,42.03,40.04,41.49
ETH,1D,1622592000000,2021-06-02T00:00:00+00:00,44.21,47.38,43.64,46.94
ETH,1D,1622678400000,2021-06-03T00:00:00+00:00,46.94,50.54,46.26,50.28
ETH,1D,1622764800000,2021-06-04T00:00:00+00:00,50.28,52.96,44.01,52.08
ETH,1D,1622851200000,2021-06-05T00:00:00+00:00,52.08,54.28,44.7,45.35
ETH,1D,1622937600000,2021-06-06T00:00:00+00:00,45.36,56.61,45.12,56.61
ETH,1D,1623024000000,2021-06-07T00:00:00+00:00,56.61,59.22,52.88,52.88
ETH,1D,1623110400000,2021-06-08T00:00:00+00:00,52.88,52.93,40.13,40.13
ETH,1D,1623196800000,2021-06-09T00:00:00+00:00,40.13,40.13,40.13,40.13
ETH,1D,1623283200000,2021-06-10T00:00:00+00:00,60.4,60.4,54.42,55.64
ETH,1D,1623369600000,2021-06-11T00:00:00+00:00,55.64,60.15,54.54,57.16
ETH,1D,1623456000000,2021-06-12T00:00:00+00:00,57.16,62.87,55.25,62.87
ETH,1D,1623542400000,2021-06-13T00:00:00+00:00,62.87,64.48,49.23,49.37
ETH,1D,1623628800000,2021-06-14T00:00:00+00:00,48.12,57.9,48.08,57.9
ETH,1D,1623715200000,2021-06-15T00:00:00+00:00,57.9,66.35,57.5,61.88
ETH,1D,1623801600000,2021-06-16T00:00:00+00:00,61.86,61.86,43.78,54.25
ETH,1D,1623888000000,2021-06-17T00:00:00+00:00,54.25,70.04,48.74,70.04
ETH,1D,1623974400000,2021-06-18T00:00:00+00:00,70.04,73.41,68.44,72.25
ETH,1D,1624060800000,2021-06-19T00:00:00+00:00,72.25,79.17,70.21,70.33
ETH,1D,1624147200000,2021-06-20T00:00:00+00:00,70.33,74.17,67.1,73.26
ETH,1D,1624233600000,2021-06-21T00:00:00+00:00,73.26,82.45,64.64,77.69
ETH,1D,1624320000000,2021-06-22T00:00:00+00:00,77.69,78.63,69.15,78.62
ETH,1D,1624406400000,2021-06-23T00:00:00+00:00,72.01,72.54,69.94,72.02
ETH,1D,1624492800000,2021-06-24T00:00:00+00:00,72.02,73.38,69.06,72.4
ETH,1D,1624579200000,2021-06-25T00:00:00+00:00,72.4,78.73,69.34,77.99
ETH,1D,1624665600000,2021-06-26T00:00:00+00:00,77.99,78.5,72.89,75.29
ETH,1D,1624752000000,2021-06-27T00:00:00+00:00,75.29,80.1,68.25,72.62
ETH,1D,1624838400000,2021-06-28T00:00:00+00:00,72.62,76.02,69.3,74.05
ETH,1D,1624924800000,2021-06-29T00:00:00+00:00,74.05,76.68,72.38,76.6
ETH,1D,1625011200000,2021-06-30T00:00:00+00:00,76.6,76.65,52.99,70.19
ETH,1D,1625097600000,2021-07-01T00:00:00+00:00,58.72,59.32,56.72,58.86
ETH,1D,1625184000000,2021-07-02T00:00:00+00:00,58.86,59.49,40.26,59.14
ETH,1D,1625270400000,2021-07-03T00:00:00+00:00,59.14,75.69,59.14,72.96
ETH,1D,1625356800000,2021-07-04T00:00:00+00:00,72.96,75.62,72.29,74.28
ETH,1D,1625443200000,2021-07-05T00:00:00+00:00,74.28,76.95,71.42,75.16
ETH,1D,1625529600000,2021-07-06T00:00:00+00:00,75.16,76.9,73.32,74.55
ETH,1D,1625616000000,2021-07-07T00:00:00+00:00,74.55,75.92,74.35,74.61
ETH,1D,1625702400000,2021-07-08T00:00:00+00:00,73.38,73.42,69.26,72.85
ETH,1D,1625788800000,2021-07-09T00:00:00+00:00,72.85,73.28,68.15,71.57
ETH,1D,1625875200000,2021-07-10T00:00:00+00:00,71.59,73.11,67.84,68.27
ETH,1D,1625961600000,2021-07-11T00:00:00+00:00,68.27,72.71,66.21,70.79
ETH,1D,1626048000000,2021-07-12T00:00:00+00:00,70.79,71.63,65.33,65.98
ETH,1D,1626134400000,2021-07-13T00:00:00+00:00,65.98,80.44,40.0,65.23
ETH,1D,1626220800000,2021-07-14T00:00:00+00:00,65.23,81.09,65.23,70.46
ETH,1D,1626307200000,2021-07-15T00:00:00+00:00,70.46,75.91,69.65,75.9
ETH,1D,1626393600000,2021-07-16T00:00:00+00:00,75.51,77.52,69.62,77.38
ETH,1D,1626480000000,2021-07-17T00:00:00+00:00,77.38,77.92,69.48,77.91
ETH,1D,1626566400000,2021-07-18T00:00:00+00:00,77.91,78.24,69.46,78.14
ETH,1D,1626652800000,2021-07-19T00:00:00+00:00,78.15,78.35,69.39,77.42
ETH,1D,1626739200000,2021-07-20T00:00:00+00:00,77.42,77.64,76.01,77.46
ETH,1D,1626825600000,2021-07-21T00:00:00+00:00,77.46,78.73,69.07,70.78
ETH,1D,1626912000000,2021-07-22T00:00:00+00:00,70.78,74.53,70.35,74.46
ETH,1D,1626998400000,2021-07-23T00:00:00+00:00,74.46,76.7,74.1,76.22
ETH,1D,1627084800000,2021-07-24T00:00:00+00:00,76.22,76.9,75.27,76.13
ETH,1D,1627171200000,2021-07-25T00:00:00+00:00,76.13,76.3,74.86,74.86
ETH,1D,1627257600000,2021-07-26T00:00:00+00:00,84.58,86.24,73.44,73.44
ETH,1D,1627344000000,2021-07-27T00:00:00+00:00,73.44,119.81,68.83,119.67
ETH,1D,1627430400000,2021-07-28T00:00:00+00:00,119.67,119.67,119.67,119.67
ETH,1D,1627516800000,2021-07-29T00:00:00+00:00,119.67,119.67,119.67,119.67
ETH,1D,1627603200000,2021-07-30T00:00:00+00:00,119.67,119.67,119.67,119.67
ETH,1D,1627689600000,2021-07-31T00:00:00+00:00,119.67,119.67,119.67,119.67
ETH,1D,1627776000000,2021-08-01T00:00:00+00:00,119.67,119.85,83.15,83.91
ETH,1D,1627862400000,2021-08-02T00:00:00+00:00,83.91,84.89,81.6,81.75
ETH,1D,1627948800000,2021-08-03T00:00:00+00:00,81.75,88.9,75.07,87.36
ETH,1D,1628035200000,2021-08-04T00:00:00+00:00,87.36,91.58,84.3,89.96
ETH,1D,1628121600000,2021-08-05T00:00:00+00:00,85.16,86.09,75.14,86.04
ETH,1D,1628208000000,2021-08-06T00:00:00+00:00,86.04,89.98,79.49,85.8
ETH,1D,1628294400000,2021-08-07T00:00:00+00:00,85.8,87.58,77.42,77.76
ETH,1D,1628380800000,2021-08-08T00:00:00+00:00,77.76,79.78,77.72,79.42
ETH,1D,1628467200000,2021-08-09T00:00:00+00:00,79.42,80.08,78.95,79.07
ETH,1D,1628553600000,2021-08-10T00:00:00+00:00,79.07,85.98,78.61,81.59
ETH,1D,1628640000000,2021-08-11T00:00:00+00:00,86.95,90.15,85.93,85.99
ETH,1D,1628726400000,2021-08-12T00:00:00+00:00,85.99,88.83,78.64,80.27
ETH,1D,1628812800000,2021-08-13T00:00:00+00:00,80.27,96.81,79.38,87.79
ETH,1D,1628899200000,2021-08-14T00:00:00+00:00,87.79,89.69,83.03,83.65
ETH,1D,1628985600000,2021-08-15T00:00:00+00:00,83.65,84.88,80.81,84.88
ETH,1D,1629072000000,2021-08-16T00:00:00+00:00,84.88,85.29,81.87,81.99
ETH,1D,1629158400000,2021-08-17T00:00:00+00:00,85.24,86.31,82.77,85.39
ETH,1D,1629244800000,2021-08-18T00:00:00+00:00,88.28,89.73,84.98,85.69
ETH,1D,1629331200000,2021-08-19T00:00:00+00:00,85.69,90.43,83.18,90.43
ETH,1D,1629417600000,2021-08-20T00:00:00+00:00,91.18,91.19,86.72,87.17
ETH,1D,1629504000000,2021-08-21T00:00:00+00:00,87.17,88.22,86.95,88.04
ETH,1D,1629590400000,2021-08-22T00:00:00+00:00,88.04,89.38,88.02,89.36
ETH,1D,1629676800000,2021-08-23T00:00:00+00:00,89.36,91.69,89.36,91.31
ETH,1D,1629763200000,2021-08-24T00:00:00+00:00,91.31,92.02,91.03,91.43
ETH,1D,1629849600000,2021-08-25T00:00:00+00:00,91.83,93.04,89.51,93.04
ETH,1D,1629936000000,2021-08-26T00:00:00+00:00,93.04,93.59,90.72,93.38
ETH,1D,1630022400000,2021-08-27T00:00:00+00:00,94.42,95.14,93.75,95.05
ETH,1D,1630108800000,2021-08-28T00:00:00+00:00,95.04,95.59,40.13,42.5
ETH,1D,1630195200000,2021-08-29T00:00:00+00:00,42.5,96.51,42.1,47.68
ETH,1D,1630281600000,2021-08-30T00:00:00+00:00,47.68,97.91,47.47,52.11
ETH,1D,1630368000000,2021-08-31T00:00:00+00:00,52.11,98.32,46.44,48.68
ETH,1D,1630454400000,2021-09-01T00:00:00+00:00,48.68,86.7,48.42,73.47
ETH,1D,1630540800000,2021-09-02T00:00:00+00:00,47.45,95.99,47.07,62.83
ETH,1D,1630627200000,2021-09-03T00:00:00+00:00,62.83,95.5,45.42,53.83
ETH,1D,1630713600000,2021-09-04T00:00:00+00:00,53.83,66.47,44.73,46.85
ETH,1D,1630800000000,2021-09-05T00:00:00+00:00,46.83,74.76,43.9,67.42
ETH,1D,1630886400000,2021-09-06T00:00:00+00:00,67.42,73.47,49.62,66.15
ETH,1D,1630972800000,2021-09-07T00:00:00+00:00,51.75,90.67,44.33,63.87
ETH,1D,1631059200000,2021-09-08T00:00:00+00:00,63.87,92.67,46.25,48.01
ETH,1D,1631145600000,2021-09-09T00:00:00+00:00,48.01,83.75,43.13,43.33
ETH,1D,1631232000000,2021-09-10T00:00:00+00:00,43.82,87.86,40.62,84.44
ETH,1D,1631318400000,2021-09-11T00:00:00+00:00,84.44,89.65,40.73,72.85
ETH,1D,1631404800000,2021-09-12T00:00:00+00:00,72.85,81.25,40.61,44.97
ETH,1D,1631491200000,2021-09-13T00:00:00+00:00,44.97,93.25,40.21,48.42
ETH,1D,1631577600000,2021-09-14T00:00:00+00:00,86.78,102.39,44.73,45.34
ETH,1D,1631664000000,2021-09-15T00:00:00+00:00,45.26,46.19,44.71,44.87
ETH,1D,1631750400000,2021-09-16T00:00:00+00:00,44.87,52.6,43.88,44.47
ETH,1D,1631836800000,2021-09-17T00:00:00+00:00,47.91,48.21,44.74,45.05
ETH,1D,1631923200000,2021-09-18T00:00:00+00:00,45.05,72.46,44.04,45.53
ETH,1D,1632009600000,2021-09-19T00:00:00+00:00,45.53,46.73,41.53,42.1
ETH,1D,1632096000000,2021-09-20T00:00:00+00:00,42.1,46.42,41.75,45.31
ETH,1D,1632182400000,2021-09-21T00:00:00+00:00,45.31,77.19,42.91,74.74
ETH,1D,1632268800000,2021-09-22T00:00:00+00:00,74.73,88.36,43.01,44.05
ETH,1D,1632355200000,2021-09-23T00:00:00+00:00,44.05,81.61,43.34,43.54
ETH,1D,1632441600000,2021-09-24T00:00:00+00:00,73.58,82.92,72.29,72.9
ETH,1D,1632528000000,2021-09-25T00:00:00+00:00,72.9,91.48,72.29,72.77
ETH,1D,1632614400000,2021-09-26T00:00:00+00:00,72.77,86.76,63.41,74.79
ETH,1D,1632700800000,2021-09-27T00:00:00+00:00,74.79,75.3,70.04,71.91
ETH,1D,1632787200000,2021-09-28T00:00:00+00:00,71.91,73.88,71.89,73.8
ETH,1D,1632873600000,2021-09-29T00:00:00+00:00,73.8,104.63,72.52,72.91
ETH,1D,1632960000000,2021-09-30T00:00:00+00:00,72.91,85.41,70.64,70.64
ETH,1D,1633046400000,2021-10-01T00:00:00+00:00,70.64,78.89,69.73,74.54
ETH,1D,1633132800000,2021-10-02T00:00:00+00:00,74.54,77.76,69.8,75.25
ETH,1D,1633219200000,2021-10-03T00:00:00+00:00,75.25,76.68,68.03,69.28
ETH,1D,1633305600000,2021-10-04T00:00:00+00:00,69.28,75.07,68.12,72.4
ETH,1D,1633392000000,2021-10-05T00:00:00+00:00,72.4,113.26,64.03,78.17
ETH,1D,1633478400000,2021-10-06T00:00:00+00:00,72.18,74.78,47.49,48.2
ETH,1D,1633564800000,2021-10-07T00:00:00+00:00,48.2,58.0,44.65,52.82
ETH,1D,1633651200000,2021-10-08T00:00:00+00:00,52.82,52.97,51.68,52.83
ETH,1D,1633737600000,2021-10-09T00:00:00+00:00,52.83,59.13,52.26,58.79
ETH,1D,1633824000000,2021-10-10T00:00:00+00:00,58.79,64.5,58.31,64.46
ETH,1D,1633910400000,2021-10-11T00:00:00+00:00,64.46,65.19,58.85,59.89
ETH,1D,1633996800000,2021-10-12T00:00:00+00:00,63.31,63.54,59.65,60.99
ETH,1D,1634083200000,2021-10-13T00:00:00+00:00,48.96,49.35,47.15,47.16
ETH,1D,1634169600000,2021-10-14T00:00:00+00:00,56.28,58.52,46.85,51.7
ETH,1D,1634256000000,2021-10-15T00:00:00+00:00,51.7,77.29,46.49,75.2
ETH,1D,1634342400000,2021-10-16T00:00:00+00:00,75.2,76.56,74.96,75.71
ETH,1D,1634428800000,2021-10-17T00:00:00+00:00,75.71,77.46,73.98,76.15
ETH,1D,1634515200000,2021-10-18T00:00:00+00:00,72.18,83.3,53.98,82.28
ETH,1D,1634601600000,2021-10-19T00:00:00+00:00,82.28,82.78,76.09,80.3
ETH,1D,1634688000000,2021-10-20T00:00:00+00:00,80.3,81.4,76.11,76.16
ETH,1D,1634774400000,2021-10-21T00:00:00+00:00,76.16,84.7,74.02,83.93
ETH,1D,1634860800000,2021-10-22T00:00:00+00:00,80.77,84.74,78.99,83.93
ETH,1D,1634947200000,2021-10-23T00:00:00+00:00,83.93,83.97,81.08,81.24
ETH,1D,1635033600000,2021-10-24T00:00:00+00:00,81.24,84.58,81.03,81.85
ETH,1D,1635120000000,2021-10-25T00:00:00+00:00,81.85,82.59,81.41,82.24
ETH,1D,1635206400000,2021-10-26T00:00:00+00:00,82.24,85.89,78.3,80.33
ETH,1D,1635292800000,2021-10-27T00:00:00+00:00,80.33,87.21,75.74,85.0
ETH,1D,1635379200000,2021-10-28T00:00:00+00:00,85.0,86.09,80.89,80.96
ETH,1D,1635465600000,2021-10-29T00:00:00+00:00,81.08,90.32,80.88,90.2
ETH,1D,1635552000000,2021-10-30T00:00:00+00:00,90.2,100.55,83.65,92.97
ETH,1D,1635638400000,2021-10-31T00:00:00+00:00,92.93,115.61,91.47,115.59
ETH,1D,1635724800000,2021-11-01T00:00:00+00:00,115.59,115.94,94.63,100.77
ETH,1D,1635811200000,2021-11-02T00:00:00+00:00,100.77,101.06,94.73,96.48
ETH,1D,1635897600000,2021-11-03T00:00:00+00:00,96.48,96.81,93.37,95.36
ETH,1D,1635984000000,2021-11-04T00:00:00+00:00,95.08,95.48,89.39,94.41
ETH,1D,1636070400000,2021-11-05T00:00:00+00:00,94.41,94.41,88.47,88.94
ETH,1D,1636156800000,2021-11-06T00:00:00+00:00,88.94,90.46,88.94,89.85
ETH,1D,1636243200000,2021-11-07T00:00:00+00:00,89.85,94.84,89.54,94.54
ETH,1D,1636329600000,2021-11-08T00:00:00+00:00,95.08,107.38,94.92,107.34
ETH,1D,1636416000000,2021-11-09T00:00:00+00:00,107.34,119.94,99.81,117.72
ETH,1D,1636502400000,2021-11-10T00:00:00+00:00,117.72,119.72,93.39,108.87
ETH,1D,1636588800000,2021-11-11T00:00:00+00:00,108.87,116.05,105.51,116.05
ETH,1D,1636675200000,2021-11-12T00:00:00+00:00,116.05,116.16,115.97,115.97
ETH,1D,1636761600000,2021-11-13T00:00:00+00:00,115.97,115.97,115.97,115.97
ETH,1D,1636848000000,2021-11-14T00:00:00+00:00,115.97,119.95,115.97,119.65
ETH,1D,1636934400000,2021-11-15T00:00:00+00:00,119.65,119.72,114.22,118.74
ETH,1D,1637020800000,2021-11-16T00:00:00+00:00,118.74,119.6,114.5,118.26
ETH,1D,1637107200000,2021-11-17T00:00:00+00:00,118.26,119.39,113.17,114.91
ETH,1D,1637193600000,2021-11-18T00:00:00+00:00,114.91,118.32,89.54,118.32
ETH,1D,1637280000000,2021-11-19T00:00:00+00:00,119.97,119.97,94.01,94.74
ETH,1D,1637366400000,2021-11-20T00:00:00+00:00,94.74,98.75,94.74,98.74
ETH,1D,1637452800000,2021-11-21T00:00:00+00:00,98.74,100.32,97.25,97.25
ETH,1D,1637539200000,2021-11-22T00:00:00+00:00,97.25,97.25,95.8,96.75
ETH,1D,1637625600000,2021-11-23T00:00:00+00:00,96.75,98.62,95.84,98.21
ETH,1D,1637712000000,2021-11-24T00:00:00+00:00,98.21,99.09,97.73,99.09
ETH,1D,1637798400000,2021-11-25T00:00:00+00:00,99.09,101.49,93.47,101.36
ETH,1D,1637884800000,2021-11-26T00:00:00+00:00,97.47,97.47,97.47,97.47
ETH,1D,1637971200000,2021-11-27T00:00:00+00:00,97.47,99.7,97.47,99.68
ETH,1D,1638057600000,2021-11-28T00:00:00+00:00,99.68,103.39,99.68,103.38
ETH,1D,1638144000000,2021-11-29T00:00:00+00:00,104.34,105.23,104.34,105.23
ETH,1D,1638230400000,2021-11-30T00:00:00+00:00,105.23,106.44,105.23,105.42
ETH,1D,1638316800000,2021-12-01T00:00:00+00:00,105.42,107.93,105.41,107.93
ETH,1D,1638403200000,2021-12-02T00:00:00+00:00,108.24,110.31,108.24,108.82
ETH,1D,1638489600000,2021-12-03T00:00:00+00:00,112.03,112.21,105.75,106.4
ETH,1D,1638576000000,2021-12-04T00:00:00+00:00,106.4,114.19,102.39,106.95
ETH,1D,1638662400000,2021-12-05T00:00:00+00:00,106.95,106.95,106.95,106.95
ETH,1D,1638748800000,2021-12-06T00:00:00+00:00,106.95,106.95,106.95,106.95
ETH,1D,1638835200000,2021-12-07T00:00:00+00:00,106.95,106.95,106.95,106.95
ETH,1D,1638921600000,2021-12-08T00:00:00+00:00,106.95,106.95,106.95,106.95
ETH,1D,1639008000000,2021-12-09T00:00:00+00:00,106.95,106.95,106.95,106.95
ETH,1D,1639094400000,2021-12-10T00:00:00+00:00,106.95,109.61,106.95,109.51
ETH,1D,1639180800000,2021-12-11T00:00:00+00:00,109.51,111.5,109.51,111.5
ETH,1D,1639267200000,2021-12-12T00:00:00+00:00,111.5,112.91,111.46,112.91
ETH,1D,1639353600000,2021-12-13T00:00:00+00:00,112.91,113.34,112.49,112.52
ETH,1D,1639440000000,2021-12-14T00:00:00+00:00,112.52,112.52,111.79,111.89
ETH,1D,1639526400000,2021-12-15T00:00:00+00:00,111.89,118.63,111.89,115.86
ETH,1D,1639612800000,2021-12-16T00:00:00+00:00,101.96,102.76,100.73,101.67
ETH,1D,1639699200000,2021-12-17T00:00:00+00:00,101.67,106.93,101.66,106.91
ETH,1D,1639785600000,2021-12-18T00:00:00+00:00,106.91,109.36,106.04,107.85
ETH,1D,1639872000000,2021-12-19T00:00:00+00:00,107.85,112.3,107.85,112.22
ETH,1D,1639958400000,2021-12-20T00:00:00+00:00,112.22,114.62,110.55,114.58
ETH,1D,1640044800000,2021-12-21T00:00:00+00:00,114.58,114.98,86.53,86.87
ETH,1D,1640131200000,2021-12-22T00:00:00+00:00,92.99,93.82,85.96,86.25
ETH,1D,1640217600000,2021-12-23T00:00:00+00:00,86.25,93.61,81.33,84.26
ETH,1D,1640304000000,2021-12-24T00:00:00+00:00,84.26,85.58,78.93,78.98
ETH,1D,1640390400000,2021-12-25T00:00:00+00:00,78.98,79.81,78.81,79.57
ETH,1D,1640476800000,2021-12-26T00:00:00+00:00,79.57,79.94,78.89,79.63
ETH,1D,1640563200000,2021-12-27T00:00:00+00:00,79.63,81.09,79.44,79.61
ETH,1D,1640649600000,2021-12-28T00:00:00+00:00,75.65,84.84,74.89,84.84
ETH,1D,1640736000000,2021-12-29T00:00:00+00:00,84.61,85.89,84.52,85.46
ETH,1D,1640822400000,2021-12-30T00:00:00+00:00,87.0,87.58,87.0,87.53
ETH,1D,1640908800000,2021-12-31T00:00:00+00:00,87.53,89.88,87.52,89.01
ETH,1D,1640995200000,2022-01-01T00:00:00+00:00,89.01,91.3,89.01,91.3
ETH,1D,1641081600000,2022-01-02T00:00:00+00:00,91.3,92.5,85.78,87.51
ETH,1D,1641168000000,2022-01-03T00:00:00+00:00,87.51,93.31,85.3,87.5
ETH,1D,1641254400000,2022-01-04T00:00:00+00:00,87.5,93.92,87.42,90.43
ETH,1D,1641340800000,2022-01-05T00:00:00+00:00,92.38,96.43,90.14,95.29
ETH,1D,1641427200000,2022-01-06T00:00:00+00:00,95.29,95.31,89.69,92.33
ETH,1D,1641513600000,2022-01-07T00:00:00+00:00,92.33,92.76,82.27,86.71
ETH,1D,1641600000000,2022-01-08T00:00:00+00:00,86.71,87.33,79.35,83.53
ETH,1D,1641686400000,2022-01-09T00:00:00+00:00,83.53,88.65,82.57,86.79
ETH,1D,1641772800000,2022-01-10T00:00:00+00:00,86.79,87.98,80.39,85.42
ETH,1D,1641859200000,2022-01-11T00:00:00+00:00,85.42,91.27,83.43,91.01
ETH,1D,1641945600000,2022-01-12T00:00:00+00:00,92.28,93.59,89.9,93.0
ETH,1D,1642032000000,2022-01-13T00:00:00+00:00,84.39,84.39,84.39,84.39
ETH,1D,1642118400000,2022-01-14T00:00:00+00:00,84.39,119.96,84.39,119.23
ETH,1D,1642204800000,2022-01-15T00:00:00+00:00,119.23,119.44,117.37,117.4
ETH,1D,1642291200000,2022-01-16T00:00:00+00:00,117.4,117.4,114.63,114.73
ETH,1D,1642377600000,2022-01-17T00:00:00+00:00,114.35,114.4,111.55,112.2
ETH,1D,1642464000000,2022-01-18T00:00:00+00:00,112.2,112.63,107.7,108.43
ETH,1D,1642550400000,2022-01-19T00:00:00+00:00,108.43,108.52,104.45,104.53
